gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,HEAT,4,7,Jason Livermore,Jamaica,10.86,,,"Rio de Janeiro, Brazil",
Men,,HEAT,4,100,METRES ( 23 Jul ),,,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,1,Churandy Martina,Netherland Antilles,10.06,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,2,J-Mee Samuels,USA,10.31,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,3,Kim Collins St.Kitts -Nevis,,10.32,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,4,Anson Henry,Canada,10.32,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,5,Keston Bledman,Trinidad and Tobago,10.34,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,6,Rafael Ribeiro,Brazil,10.39,,,"Rio de Janeiro, Brazil",
Men,,HEAT,1,7,Franklin Nazareno Ecuad or,,10.44,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,1,Darvis Patton,USA,10.21,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,2,Brendan Christian,Antigua and Barbuda,10.24,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,3,Jenris ‘ Henry ’ Vizcaino Montelier,Cuba,10.30,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,4,Vicente Lenilson de Lima,Brazil,10.31,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,5,Delwayne Delaney St.Kitts -Nevis,,10.42,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,6,Kael Becerra,Chile,10.43,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,7,Rolando Palacios,Honduras,10.48,,,"Rio de Janeiro, Brazil",
Men,,HEAT,2,8,Xavier Brown,Jamaica,10.61,,,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,1,Churandy Martina,Netherland Antilles,10.15,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,2,Darvis Patton,USA,10.17,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,3,Brendan Ch ristian,Antigua and Barbuda,10.26,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,4,Henry Vizcaino,Cuba,10.31,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,5,Kim Collins St.Kitts -Nevis,,10.31,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,6,J-Mee Samuels,USA,10.33,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,7,Vicente Lenilson de Lima,Brazil,10.37,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,8,Anson Henry,Canada,10.38,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,FINAL,,200,METRES ( 25 Jul)),,,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,1,Brendan Christian,Antigua and Barbuda,20.51,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,2,Marvin Anderson,Jamaica,20.59,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,3,Jared Connaughton,Canada,20.90,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,4,Tyrell Cuffy,Cayman Islands,21.15,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,5,Heber Vieira,Uruguay,21.29,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,1,6,Edwin Baltazar Blanco,Guatemala,22.66,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,1,Brian Barnett,Canada,20.75,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,2,Michael Matheau,Bahamas,20.88,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,3,Michael Herrera Flores,Cuba,21.06,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,4,Juan Toledo Dominguez,Mexico,21.24,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,5,Rolando Palacios,Honduras,21.27,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,6,Xavier Brown,Jamaica,21.38,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,2,7,Kevin Fahie British Virgin Island s,,22.30,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,1,Rubin Williams,USA,20.72,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,2,Sandro Rodrigues Viana,Brazil,20.78,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,3,Emmanuel Callender,Trinidad and Tobago,20.93,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,4,Franklin Nazareno Macias,Ecuador,20.96,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,5,Ramon Gittens,Barbados,21.12,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,3,6,Courtny Bascombe St.Vincent and the G renadines,,22.19,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,1,Jordan Vaden,USA,20.67,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,2,Daniel Grueso Barco,Colombia,20.92,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,3,Basilio de Morais Junior,Brazil,21.11,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,4,Jacobi Mitchell,Bahamas,21.22,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,5,Robert Morton St.Kitts -Nevis,,21.44,,24 Jul,"Rio de Janeiro, Brazil",
Men,100 METRES,HEAT,4,6,Yoel Baez Vicioso Domi nican Republic,,22.19,,24 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,1,Brendan Christian,Antigua and Barbuda,20.33,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,2,Jordan Vaden,USA,20.54,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,3,Micha el Herrera Flores,Cuba,20.74,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,4,Sandro Rodrigues Viana,Brazil,20.82,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,5,Jared Connaughton,Canada,20.85,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,6,Daniel Grueso Barco,Colombia,20.96,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,7,Tyrell Cuffy,Cayman Islands,21.20,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,1,8,Jacobi Mitchell,Bahamas,21.79,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,1,Marvin Anderson,Jamaica,20.35,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,2,Rubin Will iams,USA,20.66,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,3,Michael Matheau,Bahamas,20.80,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,4,Emmanuel Callender,Trinidad and Tobago,20.82,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,5,Brian Barnett,Canada,20.89,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,6,Franklin Nazareno Macias,Ecuador,21.02,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,7,Ramon Gittens,Barbados,21.21,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,HEAT,2,8,Basilio de Morais Junior,Brazil,21.22,,25 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,FINAL,,1,Brendan Christian,Antigua and Barbuda,20.37,,27 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,FINAL,,2,Marvin Anderson,Jamaica,20.38,,27 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,FINAL,,3,Rubin Williams,USA,20.57,,27 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,FINAL,,4,Michae l Matheau,Bahamas,20.59,,27 Jul,"Rio de Janeiro, Brazil",
Men,200 METRES,FINAL,,5,Emmanuel Callender,Trinidad and Tobago,21.03,,27 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,1,Chris Brown Baha mas,,45.12,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,2,Lionel Larry,USA,45.32,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,3,Arismendy Peguero Matos,Dominican Republic,45.34,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,4,William C ollazo Gutiérrez,Cuba,45.63,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,5,Sanderl ei Parrela,Brazil,46.85,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,6,Melville Rogers St.Kitts -Nevis,,48.02,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,1,Jamaal Torrance,USA,45.65,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,2,Chris Lloyd,Dominica,45.83,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,3,Omar Cisneros,Cuba,46.51,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,4,Edino Steele,Jamaica,47.12,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,5,Anghelo Edmund,Panama,47.41,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,6,Rodrigo Bargas,Brazil,47.88,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,2,7,Camilo Quevedo,Guatemala,49.19,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,1,Tyler Christopher,Canada,45.99,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,2,Alley ne Francique,Grenada,46.05,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,3,Ato Modibo,Trinidad and Tobago,46.25,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,4,Carlos Santa Ramirez,Dominican Republic,46.34,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,5,Andres Silva Urugua y,,47.73,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,3,6,Charmant Ollivierre,St.Vincent and the Grenadines,50.13,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,1,Avard Moncur,Bahamas,45.27,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,2,Renny Quow Trinidad and Tob ago,,45.35,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,3,Leford Green,Jamaica,45.89,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,4,Felix Martinez Cuevas,Puerto Rico,46.34,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,5,Nathan Vadebon coeur,Canada,46.76,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,4,6,Pierre David,Haiti,49.26,,23 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,1,Chris Brown Baha mas,,45.51,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,2,Chris Lloyd,Dominica,45.63,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,=3,William Collazo Gutierrez,Cuba,45.75,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,=3,Jamaal Torrance,USA,45.75,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,5,Arismendy Peguero Matos,Dominican Republic,45.75,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,6,Ato Modibo,Trinidad and Tobago,46.42,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,7,Leford Green,Jamaica,46.80,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,8,Nathan Vadeboncoeur,Canada,47.39,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,1,Tyler Christopher,Canada,45.28,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,2,Lionel Larry,USA,45.40,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,3,Avard Moncur,Bahamas,45.44,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,4,Alleyne Francique,Grenada,45.57,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,5,Renny Q uow,Trinidad and Tobago,45.74,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,6,Felix Martinez Cuevas,Puerto Rico,46.60,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,7,Omar Cisneros,Cuba,46.62,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,HEAT,1,8,Carlos Santa Ramirez,Dominican Republic,47.45,,24 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,1,Chris Brown,Bahamas,44.85,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,2,Tyler Christopher,Canada,45.05,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,3,Chris Lloyd,Dominica,45.40,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,4,William Collazo Gutierrez,Cuba,45.45,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,5,Alleyne Francique,Grenada,45.49,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,6,Avard Moncur Baha mas,,45.51,,25 Jul,"Rio de Janeiro, Brazil",
Men,400 METRES,FINAL,,7,Jamaal Torrance,USA,46.05,,25 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,1,Yeimer Geyman López Garcia,Cuba,1:46.69,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,2,Achraf Tadili,Canada,1:47.07,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,3,Gustavo Aguirre,Argentina,1:47.60,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,4,Eduar d Villanueva Venezu ela,,1:48.05,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,5,Jama al James,Trinidad and Tobago,1:48.52,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,1,6,Jenner Pelico,Guatemala,1:55.52,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,1,Kleberson Davide,Brazil,1:49.31,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,2,Andy Gonzalez Nuñez,Cuba,1:49.94,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,3,Martell Munguia Pérez,Mexico,1:50.03,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,4,Andrae Drummonds,Jamaica,1:50.68,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,5,Sherr idan Kirk,Trinidad and Tobago,1:52.05,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,2,6,Raffique Providence,St.Vincent and the Grenadines,1:57.82,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,1,Fabiano Pe çanha,Brazil,1:46.73,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,2,Aldwyn Sapple ton,Jamaica,1:46.84,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,3,David Freeman,Puerto Rico,1:47.27,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,4,Duane Solomon,USA,1:47.73,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,5,Fadrique Iglesias Mendizabel,Bolivia,1:48.27,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,6,Moise Joseph,Haiti,1:48.35,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,HEAT,3,7,Bayron Piedra,Ecuador,1:48.56,,27 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,1,Yeimer Geyma n López Garcia,Cuba,1:44.58,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,2,Kleberson Davide,Brazil,1:45.37,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,3,Fabiano Pe çanha,Brazil,1:45.54,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,4,Achraf Tadili,Canada,1:46.07,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,5,Andy Gonzalez Nunez,Cuba,1:47.06,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,6,Aldwyn Sappleton,Jamaica,1:47.14,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,7,Gustavo Aguirre,Argentina,1:47.23,,28 Jul,"Rio de Janeiro, Brazil",
Men,800 METRES,FINAL,,8,David Freeman,Puerto Rico,1:47.31,,28 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,1,Hudson Santos de Souza,Brazil,3:36.32,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,2,Juan Barrios,Mexico,3:37.71,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,3,Bayron Piedra,Ecuador,3:37.88,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,4,Javier Carriqueo,Argentina,3:38.62,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,5,Fabiano Pe çanha,Brazil,3:39.58,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,6,Eduar d Villanueva,Venezuela,3:41.74,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,7,Nico Herrera,Venezuela,3:42.18,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,8,Luis Soto S ánchez,Puerto Rico,3:42.49,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,9,Leslie Encina,Chile,3:45.99,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,10,Mauris Castillo Yeral,Cuba,3:48.82,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,11,Mario Bazan,Peru,3:51.38,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,12,David Freeman,Puerto Rico,3:55.84,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,13,Juan Almonte V ásquez,Dominican Republic,3:55.95,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,14,Andrew McClary,USA,4:03.58,,25 Jul,"Rio de Janeiro, Brazil",
Men,"1,500 METRES",FINAL,,15,Masai Jeffers St.Kitts -Nevis,,4:09.47,,25 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,1,Ed Moran,USA,13:25.60,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,2,Juan Barrios Nieves,Mexico,13:29.87,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,3,Marilson dos Santos,Brazil,13:30.68,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,4,Jose Galvan Martin ez Mexi co,,13:38.31,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,5,Javier C arriqueo,Argentina,13:52.36,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,6,Freddy Gonz ález,Venezuela,13:52.79,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,7,William Naranjo Jaramillo,Colombia,13:56.45,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,8,Javier Guarin,Colombia,14:27.89,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,9,Ubiratan Jose dos Santos,Brazil,14:34.08,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,10,Eduardo Aruquipa,Bolivia,14:50.34,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,11,Cleveland Forde,Guyana,15:19.48,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,12,Jorge Fernández,Bolivia,15:36.57,,23 Jul,"Rio de Janeiro, Brazil",
Men,"5,000 METRES",FINAL,,13,Masai Jeffers St.Kitts -Nevis,,16:50.37,,23 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,1,Jose Galv án Martinez,Mexico,28:08.74,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,2,Marilson dos Santos Braz il,,28:09.30,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,3,Alejandro Suarez,Mexico,28:09.95,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,4,Jorge Torres,USA,28:28.48,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,5,Clodoaldo da Silva,Brazil,28:28.92,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,6,Jason Hartmann,USA,29:02.89,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,7,William Naranjo Jaramillo,Colombia,29:13.93,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,8,Freddy Gonz ález,Venezuela,29:38.04,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,9,Javier Guarin,Colombia,30:02.59,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,10,Cleveland Forde,Guyana,31:23.00,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,1,Franck Caldeira,Brazil,2:14:03,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,2,Amado Garcia,Guatemala,2:14:27,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,3,Procopio Franc o Hern ández,Mexico,2:15:18,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,4,Jacob Frey,USA,2:16:44,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,5,Luis Fonseca,Venezuela,2:17:04,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,6,Chris Lundstrom,USA,2:18:05,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,7,Diego Colorado Agudelo,Colombia,2:20:01,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,8,Francisco Bautista Cuamatzi,Mexico,2:21:05,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,9,Alfredo Arevalo,Guatemala,2:21:48,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,10,Silvio G uerra Burbano,Ecuador,2:22:38,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,11,Jose Semprum,Venezuela,2:30:21,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,12,Cristian Villavicencio,Nicaragua,2:32:26,,27 Jul,"Rio de Janeiro, Brazil",
Men,"10,000 METRES",FINAL,,13,William Bohlke,Virgin Islands,2:45:08,,27 Jul,"Rio de Janeiro, Brazil",
Men,110 METRES HURDLES,HEAT,1,1,Anselmo Gomes da Silva,Brazil,13.56,,27 Jul,"Rio de Janeiro, Brazil",
Men,110 METRES HURDLES,HEAT,1,2,Dayron Robles Plana s,Cuba,13.58,,27 Jul,"Rio de Janeiro, Brazil",
