gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,400 METRES,HEAT,1,4,Luguelin Santos Aquino,Dominican Republic,45.88,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,1,5,Yoandys Lescay Pardo,Cuba,46.60,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,1,6,Machel Cedenio,Trinidad and Tobago,46.77,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,1,7,Terry Thomas,Jamaica,46.97,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,1,8,Brandon Parris,St.Vincent and the Grenadines,48.14,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,1,Anthony Zambrano de la Cruz,Colombia,45.13,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,2,Bralon Taplin,Grenada,45.38,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,3,Demish Gaye,Jamaica,45.47,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,4,Wilbert London III,USA,45.78,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,5,Dwight St.Hillaire,Trinidad and Tobago,46.04,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,6,Lidio Feliz,Dominican Republic,46.76,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,7,Kelvis Padrino Villasana,Venezuela,46.99,,7 Aug,"Lima, Peru",
Men,400 METRES,HEAT,2,8,Nery Brenes,Costa Rica,47.48,,7 Aug,"Lima, Peru",
Men,400 METRES,non-participants,,,Steven Gardiner Bahamas,,,non-participant,7 Aug,"Lima, Peru",
Men,400 METRES,non-participants,,,Alonzo Russell Bahamas,,,non-participant,7 Aug,"Lima, Peru",
Men,400 METRES,non-participants,,,Winston George Guyana,,,non-participant,7 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,1,Anthony Zambrano de la Cruz,Colombia,44.83,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,2,Demish Gaye,Jamaica,44.94,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,3,Justin Robinson,USA,45.07,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,4,Wilbert London III,USA,45.22,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,5,Jonathan Jones,Barbados,45.35,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,6,Jhon Perlaza Zapata,Colombia,45.37,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,7,Luguelin Santos Aquino,Dominican Republic,45.73,,8 Aug,"Lima, Peru",
Men,400 METRES,FINAL,,8,Bralon Taplin,Grenada,46.01,,8 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,1,Wesley Vazquez Vazquez,Puerto Rico,1:48.38,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,2,Marco Arop,Canada,1:48.71,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,3,Jelssin Robledo Mena,Colombia,1:49.51,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,4,Alejandro Peirano López,Chile,1:49.99,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,5,James Jauavney Arebo,Jamaica,1:50.38,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,1,6,Dage Minors,Bermuda,1:50.68,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,1,Bryce Hoppel,USA,1:48.04,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,2,Ryan Sanchez Estrada,Puerto Rico,1:48.62,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,3,Marco Vilca Gonzales,Peru,1:49.49,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,4,Lucirio Garrido,Venezuela,1:49.51,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,5,Rafael Muñoz Nuñez,Chile,1:50.03,,9 Aug,"Lima, Peru",
Men,800 METRES,HEAT,2,6,Jorge M ontes Barraza,Mexico,1:50.47,,9 Aug,"Lima, Peru",
Men,800 METRES,non-participants,,,Donavan Brazier USA,,,non-participant,9 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,1,Marco Arop,Canada,1:44.25,,10 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,2,Wesley Vazquez Vazquez,Puerto Rico,1:44.48,,10 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,3,Ryan Sanchez Estrada,Puerto Rico,1:45.19,,10 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,4,Bryce Hoppel,USA,1:47.48,,10 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,5,Marco Vilca Gonzales,Peru,1:47.65,,10 Aug,"Lima, Peru",
Men,800 METRES,FINAL,,6,Jelssin Robledo Mena,Colombia,1:47.98,,10 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,1,Jose Villareal Peinado,Mexico,3:39.63,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,2,John Gregorek,USA,3:40.42,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,3,William Paulson,Canada,3:41.15,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,4,Santiago Catrofe Cacharron,Uruguay,3:43.17,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,5,Federico Bruno,Argentina,3:43.17,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,6,Carlos de Oliveira Santos,Brazil,3:44.47,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,7,Fernando Martinez Estrada,Mexico,3:45.13,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,8,Carlos Hern ández Samaca Colo mbia,,3:45.35,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,9,Diego Lacamoire,Argentina,3:45.36,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,10,Andres Arroyo Dominicci,Puerto Rico,3:47.42,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,11,Dage Minors,Bermuda,3:48.85,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,12,Carlos Diaz del Rio,Chile,3:49.33,,8 Aug,"Lima, Peru",
Men,"1,500 METRES",FINAL,,13,Eduardo Gregorio Diano,Uruguay,3:49.66,,8 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,1,Fernando Martinez Estrada,Mexico,13:53.87,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,2,Altobeli Santos da Silva,Brazil,13:54.42,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,3,Carlos Diaz del Rio,Chile,13:54.43,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,4,Federico Bruno,Argentina,13:55.75,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,5,Jose Esparza P érez,Mexico,13:56.65,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,6,Jose Rojas Ramos,Peru,13:57.77,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,7,Ederson Vilela Pereira,Brazil,13:58.72,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,8,Josef Tessema,USA,14:00.19,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,9,Mario Pacay Pop,Guatemala,14:00.99,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,10,Tyler Day,USA,14:01.13,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,11,Daniel Toroya Paqui,Bolivia,14:02.96,,6 Aug,"Lima, Peru",
Men,"5,000 METRES",FINAL,,12,Ivan Gonz ález Gonz ález,Colombia,14:10.82,,6 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,1,Ederson Vilela Pereira,Brazil,28:27.47,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,2,Reid Buchanan,USA,28:28.41,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,3,Lawi Lalang,USA,28:31.75,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,4,Vidal Basco Mamani,Bolivia,28:34,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,5,Jhon Cusi Huaman,Peru,28:35.41,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,6,Rory Linkletter,Canada,28:38.49,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,7,Ivan Gonz ález Gonz ález,Colombia,28:39.15,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,8,José Gonz ález Gonz ález,Colombia,28:48.00,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,9,Saby Luna Aburto,Mexico,29:07.18,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,10,Mario Pacay Pop,Guatemala,29:30.83,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,1,Christhian Pacheco Mendoza,Peru,2:10:41,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,2,Jose Santana Marin,Mexico,2:10:54,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,3,Juan Pacheco Orozco,Mexico,2:12:10,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,4,Augustus Maiyo,USA,2:12:25,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,5,Willy Canchanya Canchanya,Peru,2:12:42,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,6,Derlys Ayala,Paraguay,2:12:54,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,7,Ronal Cuestas Cardozo,Uruguay,2:13:59,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,8,Segundo Jami Jami,Ecuador,2:14:14,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,9,Miguel Barzola,Argentina,2:17:18,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,10,Williams Julajuj Solares,Guatemala,2:17:21,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,11,Wellingt on Bezerra da Silva,Brazil,2:17:33,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,12,Eduardo Garcia,Virgin Islands,2:19:12,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,13,Mariano Mastromarino,Argentina,2:20:15,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,14,Aaron Braun,USA,2:21:55,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,15,John Tello Zuñiga,Colombia,2:27:15,,9 Aug,"Lima, Peru",
Men,"10,000 METRES",FINAL,,16,Juan Carlos Trujillo,Guatemala,2:28:18,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,1,Freddie Crittendon III,USA,13.53,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,2,Greggmar Swift,Barbados,13.59,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,3,Eduardo dos Santos Rodrigues,Brazil,13.63,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,4,Fanor Escobar Sini sterra,Colombia,13.63,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,5,Roger Iribarne Contreras,Cuba,13.79,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,6,Ruebin Walters,Trinidad and Tobago,13.88,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,1,7,Javier McFarlane Olazábal,Peru,14.20,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,2,1,Gabriel Oliveira Constantino,Brazil,13.42,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,2,2,Shane Brathwaite Barba dos,,13.49,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,2,3,Jarret Eaton,USA,13.71,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,2,4,Yojan Chaverra Cordoba,Colombia,13.81,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,HEAT,2,5,Jeffrey Julmis,Haiti,14.02,,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,non-participants,,,Ronald Levy Jamaica,,,non-participant,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,non-participants,,,Andrew Riley Jamaica,,,non-participant,9 Aug,"Lima, Peru",
Men,110 METRES HURDLES,FINAL,,1,Shane Brathwaite,Barbados,13.31,,10 Aug,"Lima, Peru",
Men,110 METRES HURDLES,FINAL,,2,Freddie Crittendon III,USA,13.32,,10 Aug,"Lima, Peru",
Men,110 METRES HURDLES,FINAL,,3,Eduardo dos Santos Rodrigues,Brazil,13.48,,10 Aug,"Lima, Peru",
Men,110 METRES HURDLES,FINAL,,4,Greggmar Swift,Barbados,13.51,,10 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,1,Juander Santos Aquino,Dominican Republic,49.44,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,2,Alison Alves dos Santos,Brazil,49.74,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,3,Guillermo Ruggeri,Argentina,49.97,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,4,Norman Grimes Jr,USA,50.04,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,5,Pablo Ibañez Guevara,El Salvador,50.70,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,6,Romel Lewis,Jamaica,50.87,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,1,7,Andre Colebrook,Bahamas,51.76,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,1,Amere Lattin,USA,49.75,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,2,Kemar Mowatt,Jamaica,49.84,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,3,Jeffery Gibson,Bahamas,50.09,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,4,Leandro Zamora Rivero,Cuba,50.31,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,5,Gerald Drummond,Costa Rica,50.35,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,6,Alfredo Sepúlveda Sandoval,Chile,52.77,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,HEAT,2,7,Paulo Herrera Castro,Peru,54.09,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,non-participants,,,Kyron McMaster British Virgin Islands,,,non-participant,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,non-participants,,,400 METRES H URDLES (8 Aug),,,non-participant,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,1,Alison Alves dos Santos,Brazil,48.45,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,2,Amere Lattin,USA,48.98,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,3,Kemar Mowatt,Jamaica,49.09,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,4,Jeffery Gibson,Bahamas,49.53,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,5,Guillermo Ruggeri,Argentina,49.55,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,6,Norman Grimes Jr,USA,49.65,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,7,Leandro Zamora Rivero,Cuba,50.29,,6 Aug,"Lima, Peru",
Men,400 METRES HURDLES,FINAL,,8,Juander Santos Aquino Dominican Republic (),,2:09.37,fell,6 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,1,Altobeli Santos da Silva,Brazil,8:30.73,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,2,Carlos Sanmartin Diaz,Colombia,8:32.24,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,3,Mario Bazan Argandoña,Peru,8:32.34,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,4,Bernard Keter,USA,8:32.76,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,5,Travis Mahoney,USA,8:34.77,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,6,Ryan Smeeton,Canada,8:41.85,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,7,Ricardo Estremera Marcial,Puerto Rico,8:43.03,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,8,Diego Arevalo Vizhñay,Ecuador,9:01.21,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,9,José Peña Trejo,Venezuela,9:02.04,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,10,Roberto Tello Bolvaran,Chile,9:06.33,,10 Aug,"Lima, Peru",
Men,"3,000 METRES STEEPLECHASE",FINAL,,11,Yuri Labra Phut uri,Peru,9:07.97,,10 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,FINAL,,1,Brazil,Brazil,38.27,,9 Aug,"Lima, Peru",Rodrigo Pereira do Nascimento; Jorge da Costa Vides; Derick de Souza Silva; Pauol André de Oliveira
Men,4x100 METRES RELAY,FINAL,,2,Trinidad and Tobago,Trinidad and Tobago,38.46,,9 Aug,"Lima, Peru",Jerod Elcock; Keston Bledman; Akanni Hislop; Kyle Greaux
Men,4x100 METRES RELAY,FINAL,,3,USA,USA,38.79,,9 Aug,"Lima, Peru",Jarret Eaton; Cravon Gillespie; Bryce Robinson; Michael Rodgers
Men,4x100 METRES RELAY,FINAL,,4,Canada,Canada,39.00,,9 Aug,"Lima, Peru",Gavin Smellie; Jerome Blake; Brendon Rodney; Mobolade Ajomale
Men,4x100 METRES RELAY,FINAL,,5,Jamaica,Jamaica,39.01,,9 Aug,"Lima, Peru",Andre Ewers; Rasheed D wyer; Julian Forte; Oshane Bailey
Men,4x100 METRES RELAY,FINAL,,6,Dominican Republic,Dominican Republic,39.15,,9 Aug,"Lima, Peru",Christopher Valdez Guzman; Mayovanex de Oleo Mendez; Jose Gonzalez Soto; Yancarlos Martinez Martinez
Men,4x100 METRES RELAY,FINAL,,7,Cuba,Cuba,39.19,,9 Aug,"Lima, Peru",Harlyn Pérez Acosta; Roberto Skyers Pérez; Reynier Mena Berenguer; José Gaspar Hernández
Men,4x100 METRES RELAY,FINAL,,8,Venezuela,Venezuela,39.73,,9 Aug,"Lima, Peru",Alberto Aguilar Suarez; Abdel Kalil Hernandez; Alexis Nieves Chaparro; Rafael Vasque z Leon
Men,4x100 METRES RELAY,FINAL,,9,Peru,Peru,41.19,,9 Aug,"Lima, Peru",Frank Sanchez Mozombite; Luis Iriarte Arfinengo; Mauricio Garrido Mayer; Andy Martinez Chiroque
Men,4x100 METRES RELAY,non-participants,,,Eduardo dos Santos Rodrigues,Brazil,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Damian Warner,Canada,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Diego Palomeque Echavarri,Colombia,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Jhonny Renteria Jimenez,Colombia,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Bernardo Baloyes Navas,Colombia,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Yojan Chaverra Cordoba,Colombia,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Fanor Escobar Sinisterra,Colombia,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Arnaldo Romero Crespo,Cuba,,non-participant,9 Aug,"Lima, Peru",
Men,4x100 METRES RELAY,non-participants,,,Roger Iribarne Contreras,Cuba,,non-participant,9 Aug,"Lima, Peru",
