gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,100 METRES,HEAT,1,1,Kenny Brokenburr,USA,20.43,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,1,2,Heber Viera,Uruguay,20.84,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,1,3,Jamial Rolle,Bahamas,21.14,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,1,4,Sherwin James,Dominica,21.26,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,1,5,Danis Garcia,Dominican Republic,21.53,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,2,1,Andr é Domingos da Silv a,Brazil,20.70,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,2,2,Clement Campbell,Jamaica,20.89,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,2,3,Erick W ilson,USA,21.23,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,2,4,Keita Cline,British Virgin Islands,21.29,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,2,5,Adrian Durant,Virgin Islands,21.45,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,1,Chris Williams,Jamaica,20.71,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,2,Claudinei Quirino da Silva,Brazil,20.91,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,3,Kevin Arthurton St.Kitts -Nevis,,20.98,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,4,Julie n Raeburn,Trinidad and Tobago,21.02,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,5,José Peña,Cuba,21.11,,6 Aug,"Santo Domingo, Dominican Republic",
Men,100 METRES,HEAT,3,6,Daniel Bailey,Antigua and Barbuda,21.36,,6 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,1,Kenny Brokenburr,USA,20.42,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,2,Chris Williams,Jamaica,20.54,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,3,Andr é Domin gos da Silva,Brazil,20.68,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,4,Clement Campbell,Jamaica,20.85,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,5,Hebe r Viera,Uruguay,20.85,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,6,Julie n Raeburn,Trinidad and Tobago,20.93,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,7,Claudinei Quirino da Silva,Brazil,20.99,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,8,Kevin Arthurton St.Kitts -Nevis,,21.02,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,1,1,Yeimer Geyman L ópez Garcia,Cuba,45.69,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,1,2,Michael Campbel l,Jamaica,45.79,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,1,3,Adam Steele,USA,45.83,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,1,4,Damian Barry,Trinidad and Tobago,46.79,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,1,5,Geronimo Goeloe,Netherland Antilles,47.61,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,1,Alleyne Francique,Grenada,45.31,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,2,Mitch Potter,USA,45.62,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,3,Carlos Santa Ramirez,Dominican Republic,45.82,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,4,Chris Lloyd,Dominica,45.82,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,5,Dennis Darling,Bahamas,46.59,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,2,6,Cristian Guti érrez,Ecuador,49.88,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,1,Shane Niemi,Canada,45.89,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,2,Davian Clarke,Jamaica,45.93,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,3,Glauder Garz ón,Cuba,45.99,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,4,Mauricio Mery,Chile,46.92,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,5,Jonni Lowe,Honduras,47.78,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,6,Kenneth Telemaque Virgin Isla nds,,48.85,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,HEAT,3,400,METRES ( 8 Aug),,,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,1,Mitch Potter,USA,45.11,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,2,Yeimar Geyman L ópez Garcia,Cuba,45.13,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,3,Alleyne Francique,Grenada,45.51,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,4,Adam Steele,USA,45.72,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,5,Shane Niemi,Canada,45.78,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,6,Carlos Santa Ramirez,Dominican Republic,45.85,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,7,Michael Campbell,Jamaica,46.10,,8 Aug,"Santo Domingo, Dominican Republic",
Men,200 METRES,FINAL,,8,Davian Clarke,Jamaica,46.17,,8 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,1,Jesse Strutzel,USA,1:49.58,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,2,Osmar Barbosa dos Santos,Brazil,1:49.63,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,3,Achraf Tadili,Canada,1:49.70,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,4,Sheridan Kirk,Trinidad and Tobago,1:49.78,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,5,Marvin Watts,Jamaica,1:50.18,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,1,Floyd Thompson,USA,1:48.86,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,2,Ricardo Etheridge,Puerto Rico,1:48.90,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,3,Fabiano Pe çanha,Brazil,1:49.34,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,4,Jermaine Myers,Jamaica,1:50.57,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,5,Crist ian Matute,Ecuador,1:50.88,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,HEAT,1,6,Jean-Marc Destine,Haiti,1:51.20,,5 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,1,Achraf Tadili,Canada,1:45.05,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,2,Osmar Barbosa dos Santos,Brazil,1:45.64,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,3,Fabiano Pe çanha,Brazil,1:46.39,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,4,Jesse Strutzel,USA,1:46.45,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,5,Sheridan Kir k Trini dad and Tobago,,1:47.50,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,6,Ricardo Etheridge,Puerto Rico,1:48.53,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,7,Marvin Watts,Jamaica,1:48.98,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,8,Floyd Thompson,USA,1:50.04,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,1,Hudson Santos de Souza,Brazil,3:45.72,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,2,Michael Stember,USA,3:46.31,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,3,Grant Robison,USA,3:46.68,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,4,Miguel Garcia,Venezuela,3:47.31,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,5,Juan Barrios,Mexico,3:47.67,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,6,Fabiano Pe çanha,Brazil,3:48.26,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,7,Javier Carrique o,Argentina,3:50.95,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,8,Byron Piedra,Ecuador,3:52.20,,6 Aug,"Santo Domingo, Dominican Republic",
Men,800 METRES,FINAL,,9,Isidro Pimentel,Dominican Republic,3:53.27,,6 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,1,Hudson Santos de Sou za,Brazil,13:50.71,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,2,José David Galv án Martinez,Mexico,13:52.91,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,3,Marilson dos Santos,Brazil,13:56.90,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,4,Alejandro Suarez Velasquez,Mexico,13:58.19,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,5,Mauricio Diaz Castro,Chile,13:58.85,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,6,Freddy Gonz ález,Venezuela,14:21.53,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,7,William Naranjo,Colombia,14:25.70,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,8,Patrick Fuller,Belize,14:39.23,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,9,Seth Hejny,USA,14:50.33,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"5,000 METRES",FINAL,,10,Jesús Ramirez,Dominican Republic,15:55.17,,5 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,1,Teodoro Vega,Mexico,28:49.38,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,2,Marilson dos Santos,Brazil,28:49.48,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,3,Dan Browne,USA,29:06.23,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,4,Pablo Olmedo Castanon,Mexico,29:41.31,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,5,Luis Fonseca,Venezuela,29:42.30,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,6,William Naranjo,Colombia,30:13.26,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,7,José Amado Garcia,Guatemala,30:26.61,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,8,Jorge Cabrera,Paraguay,31:40.79,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,1,Vander lei Cordeiro de Lima,Brazil,2:19:08,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,2,Bruce Deacon,Canada,2:20:35,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,3,Diego Colorado,Colombia,2:21:48,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,4,Aguelmis Rojas,Cuba,2:23:18,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,5,Francisco Bautista,Mexico,2:25:50,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,6,Daniel Simbron Argenti na,,2:28:21,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,7,Pamenos Ballantyne,St.Vincent and the Grenadines,2:29:37,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,8,Christopher Banks,USA,2:32:22,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,9,Hugo Jim énez,Colombia,2:35:26,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,10,Jeff Campbell,USA,2:36:31,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,11,Cristian Vi llavice ncio,Nicaragua,2:37:28,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,12,Larry S ánchez,Venezuela,2:42:02,,7 Aug,"Santo Domingo, Dominican Republic",
Men,"10,000 METRES",FINAL,,13,Jose Paulino,Dominican Republic,2:43:11,,7 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,1,Josh Walker,USA,13.54,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,2,Redel én Melo dos Santos,Brazil,13.54,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,3,Dominique De Grammont,Haiti,13.78,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,4,Paulo Villar Nieto,Colombia,13.81,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,5,Anier Garcia Ortiz,Cuba,13.83,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,6,Ricardo Melbourne,Jamaica,13.90,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,1,Larry Wade,USA,13.35,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,2,Yuniel Hern ández Reyes,Cuba,13.39,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,3,Dudley Dorival,Haiti,13.54,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,4,Charles Allen,Canada,13.58,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,5,Hugh Henry,Barbados,14.01,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,3,1,Marcio Simao de Souza,Brazil,13.67,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,3,2,Jackson Qui ñonez,Ecuador,13.70,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,3,3,Karl Jennings,Canada,13.80,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,3,4,Chris Pinnock,Jamaica,13.81,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,3,5,Alleyne Lett,Grenada,14.10,,8 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,1,Yuniel Hern ández Reyes,Cuba,13.35,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,2,Larry Wade,USA,13.35,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,3,Marcio Simao de Souza,Brazil,13.45,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,4,Redel én Melo dos Santos,Brazil,13.48,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,5,Dudley Dorival,Haiti,13.48,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,6,Jackson Qui ñonez,Ecuador,13.64,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,7,Charles Allen,Canada,13.66,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,FINAL,,8,Josh Walker,USA,13.75,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,1,Félix Sánchez Arque,Dominican Republic,48.99,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,2,Regan Nichols,USA,50.01,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,3,Eroni lde Nunes de A raújo,Brazil,50.21,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,4,Oscar Juanz Roussell,Mexico,50.31,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,5,Sergio Hierrezuelo Castellanos,Cuba,50.37,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,6,Michael Aguilar,Belize,51.55,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,7,Damarius Cash,Bahamas,53.54,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,1,8,Jonni Lowe,Honduras,54.40,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,1,Eric Thomas,USA,48.91,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,2,Dean Griffiths,Jamaica,49.08,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,3,Adam Kunkel,Canada,50.00,,9 Aug,"Santo Domingo, Dominican Republic",
Men,110 METRES HURDLES,HEAT,2,4,Miguel G arcia,Dominican Republic,50.89,,9 Aug,"Santo Domingo, Dominican Republic",
