gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,800 METRES,FINAL,,3,Bob Schul,USA,14:29.2 (14:29.21),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,4,Doug Kyle,Canada,14:30.8 (14:30.80),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,5,Eligio Galicia Castillo,Mexico,14:37.8 (14:37.81),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,6,Ricardo Vidal,Chile,14:40.9 (14:40.87),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,7,Alberto Ascension Rios Cariz Argentina (,,15:03.77,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,8,Albertino Etchechurry Uruguay (,,15:11.76,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,9,José de Oliveira Silva Brazil (,,15:29.03,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,10,Antonio Nogueira de Azevedo Brazil (,,15:50.74,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,10,000 METRES (1 May ),,,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,1,Peter McArdle,USA,29:52.1 (29:52.22),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,2,Osvaldo Su árez,Argentina,30:26.7 (30:26.56),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,3,Eligio Galicia Castillo,Mexico,30:27.8 (30:27.90),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,4,John Gutnecht,USA,30:33.8 (30:33.90),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,5,Doug Kyle,Canada,31:47.4 (31:47.39),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,6,Ricardo Vidal,Chile,31:54.6 (31:54.57),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,7,João Alves dos Santos Filho Brazil (,,32:22.41,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,1,Fidel Negrete Gamboa,Mexico,2:27:55.6,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,2,Gordon McKenzie,USA,2:31:17.2,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,3,Peter McArdle,USA,2:34:14.0,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,4,José Campos,Brazil,2:42:44.8,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,5,Dorival Alves da Silva,Brazil,2:45:05.8,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,FINAL,,6,Pedro Alvarado Miranda,Mexico,2:49:05.8,,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,1,1,Willie May,USA,14.1 (14.28),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,1,2,Lázaro Betancourt Mella,Cuba,14.1 (14.32),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,1,3,José Telles da Conciecã o,Brazil,14.4 (14.61),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,1,4,Juan Carlos Dyrzka,Argentina,14.9 (14.93),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,2,1,Blaine Lindgren,USA,14.0 (14.11),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,2,2,Heriberto Cruz,Puerto Rico,14.1 (14.34),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,2,3,Carlos Luiz Mossa,Brazil,14.3 (14.41),,1 May,"Sao Paulo, Brazil",
Men,800 METRES,HEAT,2,4,Bill Gairdner,Canada,14.5 (14.51),,1 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,1,Blaine Lindgren,USA,13.8,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,2,Willie May,USA,14.0,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,3,Lázaro Betancourt Mella,Cuba,14.3,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,4,Heriberto Cruz,Puerto Rico,14.7,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,5,Carlos Luiz Mossa,Brazil,16.5,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,FINAL,,400,METRES HURDLES (30 Apr ),,,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,1,1,Willie Atterbury,USA,51.5 (51.54),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,1,2,Anubes Ferraz da Silva,Brazil,52.0 (52.08),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,1,3,Aristides Pineda Boscon,Venezuela,52.3,,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,2,1,Victor Flores Maldonado,Venezuela,52.9 (53.04),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,2,2,Russ Rogers,USA,53.7 (53.78),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,2,3,Jaime Frasser,Ecuador,54.2 (54.18),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,2,4,Juan Montez,Puerto Rico,54.3 (54.33),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,3,1,Juan Carlos Dyrzka,Argentina,53.2 (53.26),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,3,2,José Cavero Samillan,Peru,53.4 (53.58),,3 May,"Sao Paulo, Brazil",
Men,110 METRES HURDLES,HEAT,3,3,Jorge Cumberbach Calle,Cuba,54.3 (54.38),,3 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Juan Carlos Dyrzka,Argentina,50.2 (50.32),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Willie Atterbury,USA,50.4 (50.49),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Russ Rogers,USA,51.1 (51.19),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Victor Fl ores Maldonado,Venezuela,51.8 (51.89),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Anubes Ferraz da Silva,Brazil,52.1 (52.13),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,José Cavero Samillan,Peru,53.1 (53.10),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Jeff Fishback,USA,9:07.9,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Sebastiã o Mendes,Brazil,9:11.8,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Albertino Etchech urry,Uruguay,9:17.3,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Alberto Ascension Rios Cariz,Argentina,9:32.0,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Antonio Nogueira de Azevedo,Brazil,9:42.4,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,,USA,40.4 (40.40),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,,Venezuela,40.5 (40.71),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,,Trinidad and Tobago,40.7 (40.87),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Brazi l,,41.2 (41.23),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,,Puerto Rico,42.1 (42.02),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,,Cuba,42.5 (42.60),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,,USA,3:09.6,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,,Venezuela,3:12.0,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,,Jamaica,3:12.6,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,,Brazil,3:17.1,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Alex Oakley,Canada,1:42:43.2,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Nick Marrone,Canada,1:46:34.9,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Ron Zinn,USA,1:49:44.2,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Ron Laird,USA,1:52:09.3,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Renato Coutinho,Brazil,2:07:46.2,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Adalberto Frit sch,Brazil,2:21:33.0,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Gene Johnson,USA,2.11m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Teodoro Flores Palacios,Guatemala,2.04m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Anton Norris,Barbados,2.04m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Ralph Boston,USA,2.04m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Eleutorio Fassi,Argentina,1.95m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Roberto Abugattas Aboino,Peru,1.95m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,7,Manoel da Silva Cesar,Brazil,1.90m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,8,Roberto Procel,Mexico,1.90m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,9,Marcos Moreira Silveira,Brazil,1.80m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Dave Tork,USA,4.90m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Henry Wadsworth,USA,4.75m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Rubén Cruz,Puerto Rico,4.30m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Ayrton Gomes Turini,Brazil,3.80m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Jessemon Siqueira,Brazil,3.80m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Ralph Boston,USA,8.11m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Darrell Horn,USA,8.02m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Juan Mu ñoz,Venezuela,7.46m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Roberto Procel,Mexico,7.31m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Victor Hern ández Pa redes,Cuba,7.12m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Newton Nogueira de Castro,Brazil,6.89m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,7,Francisco Grasso,Brazil,6.67m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Bill Sharpe,USA,15.15m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Ramon L ópez Fleites,Cuba,15.08m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Mario Antunes Gomes,Brazil,14.97m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Herman Stokes,USA,14.92m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Silvio Moreira,Brazil,14.65m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Victor Hern ández Paredes,Cuba,14.31m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Dave Davis,USA,18.52m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,William Joe,USA,17.77m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Cozme Luis di Cursi,Argentina,16.26m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Lambertus Rebel -Bout,Netherland Antilles,14.85m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,José Carlos Jacques,Brazil,14.29m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Darcy João Maria,Brazil,13.78m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Bob Humphreys,USA,57.82m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Dave Davis,USA,51.05m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Lambertus Rebel -Bout,Netherland Antilles,49.78m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Modesto Mederos Lopez,Cuba,48.22m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Héctor Menacho,Peru,47.60m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,João Alexandre,Brazil,45.16m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,7,Cozme Luis di Cursi,Argentina,44.02m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,8,Claudio Romanini,Brazil,43.63m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Al Hall,USA,62.74m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Jim Pryde,USA,58.56m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Robe rto Chapchap,Brazil,57.92m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Enrique Samuells Ricardo,Cuba,56.21m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Lido Crispieri,Chile,54.67m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Bruno Romalto Strohmeier,Brazil,53.04m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,Dan Studney,USA,75.60m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Nick Kovalakides,USA,73.71m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Walter Gaetner de Almeida,Brazil,64.61m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Luis Z árate Lazarte,Peru,64.31m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Orlando Alves Garrido,Brazil,61.16m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Jesús Rodriguez Pulgar,Venezuela,61.05m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,7,Ricardo Matias Heber,Argentina,60.22m,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,1,John ‘JD’ Martin,USA,"7,335 (7,194)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,2,Bill Gairdner,Canada,"6,812 (6,887)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,3,Hector Thomas Martinez,Venezuela,"6,751 (6,888)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,4,Russ Hodge,USA,"6,331 (6,634)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,5,Cleomens Carvalho da Cunha,Brazil,"6,236 (6,559)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,6,Roberto Caravaca Dolcet,Venezuela,"5,845 (6,283)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,7,Marseno Alvim Martins,Brazil,"5,820 (6,237)",,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,FINAL,,100,METRES (27 Apr ),,,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,HEAT,1,1,Miguelina Cobi án Hechevarria,Cuba,11.6 (11.80),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,HEAT,1,2,Maureen Bardoe,Canada,11.8 (11.97),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,HEAT,1,3,Sigrid Sandiford,Trinidad and Tobago,12.1 (12.23),,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,HEAT,1,4,Wanda dos Santos,Brazil,16.1,,1 May,"Sao Paulo, Brazil",
Men,400 METRES HURDLES,HEAT,2,1,Edith McGuire,USA,11.6 (11.67),,1 May,"Sao Paulo, Brazil",
