gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,100 METRES,HEAT,5,2,Rodney Richard,USA,21.6 (21.76),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,5,3,Fitzroy Bates,Trinidad and Tobago,21.8 (21.99),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,5,4,Melville Spence,Jamaica,22.0 (22.19),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,6,1,Mike Agostini,Trinidad and Tobago,22.0 (22.25),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,6,2,Sergio Higuera Gil,Mexico,22.2 (22.40),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,6,3,Richard ‘ Dick ’ Hard ing,Canada,22.2 (22.41),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,6,4,Luis Soriano Dominican Repub lic,,22.3 (22.61),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,6,5,Gilberto Elisa Fonseca,Netherland Antilles,22.4 (22.99),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,1,José Telles da Conciecao,Brazil,20.8 (21.27),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,2,Charles Thomas,USA,21.4 (21.75),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,3,Eligio Rivas,Dominican Republic,22.0 (22.43),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,4,Juan Alberto Goya,Mexico,22.0 (22.53),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,5,Tom Robinson,Bahamas,22.6 (22.74),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,6,Alexis Bloem,Netherland Antilles,22.6 (22.87),,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,1,Fitzroy Bates,Trinidad and Tobago,21.6,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,2,Bruce Springbett,Canada,21.9,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,3,Jose Tenreyro,Mexico,22.0,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,4,Allan Moore,Jamaica,22.2,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,5,Jose Garcia,Venezuela,,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,1,Rodney Richard,USA,20.9,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,2,Mike Agostini,Trinidad and Tobago,21.3,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,3,Gerardo Bonnhoff,Argentina,21.3,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,4,Apolinar Solorzano Bustamante,Venezuela,21.4,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,5,Richard ‘ Dick ’ Harding,Canada,21.8,,14 Mar,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,6,Sergio Hig uera Gil,Mexico,21.9,,14 Mar,"Mexico City, Mexico",
Men,200 METRES,FINAL,,1,Rodney Richard,USA,20.7 (20.94),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,FINAL,,2,Charles Thomas,USA,21.3 (21.42),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,FINAL,,3,José Telles da Conciecao,Brazil,21.4 (21.66),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,FINAL,,4,Mike Agostini,Trinidad and Tobago,21.4 (21.67),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,FINAL,,5,Bruce Springbett,Canada,21.7 (22.14),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,1,Lou Jones,USA,47.6 (47.66),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,2,Melville Spence,Jamaica,47.8 (47.86),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,3,Evaristo Eddie Thelbert Venezu ela,,48.0 (47.94),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,4,Jorge Teran,Mexico,48.6 (48.78),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,5,Ovidio de Jes ús Vargas Puerto Ric o,,49.7 (49.97),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,1,Guillermo Guti érrez,Venezuela,48.2 (48.31),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,2,Argemiro Roque,Brazil,48.5 (48.62),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,3,Allan Moore,Jamaica,48.6 (48.83),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,4,Pablo Salinas,Mexico,49.4 (49.57),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,5,Cyril Johnson,Bahamas,51.5 (51.62),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,1,Jim Lea,USA,48.8 (48.93),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,2,Frank Rivera Paniagua,Puerto Rico,48.8 (48.94),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,3,Richard ‘ Dick ’ Harding,Canada,49.1 (49.27),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,4,Evelio Planas del Rio,Cuba,49.3 (49.47),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,5,Irrington Isaacs,Bahamas,,,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,4,1,Jesse Mashburn,USA,50.4 (50.59),,16 Mar,"Mexico City, Mexico",
Men,200 METRES,HEAT,4,2,Waldemiro Monteiro,Brazil,53.8 (53.90),,16 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,1,Lou Jones,USA,46.9 (47.10),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,2,Jim Lea,USA,47.6 (47.69),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,3,Evaristo Eddie The lbert,Venezuela,47.8 (47.91),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,4,Allan Moore,Jamaica,48.2 (48.34),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,5,Argemiro Roque Brazi l,,48.5 (48.55),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,1,Jesse Mashburn,USA,47.4 (47.51),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,2,Frank Rivera Paniagua,Puerto Rico,47.8 (48.01),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,3,Melville Spence,Jamaica,48.2 (48.09),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,4,Richard ‘ Dick ’ Harding,Canada,48.3 (48.28),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,5,Guillermo Guti érrez,Venezuela,48.2 (48.61),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,6,Waldemiro M onteiro,Brazil,50.1 (49.66),,17 Mar,"Mexico City, Mexico",
Men,400 METRES,FINAL,,1,Lou Jones,USA,45.4 (45.68),,18 Mar,"Mexico City, Mexico",
Men,400 METRES,FINAL,,2,Jim Lea,USA,45.6 (45.78),,18 Mar,"Mexico City, Mexico",
Men,400 METRES,FINAL,,3,Jesse Mashburn,USA,46.3 (46.44),,18 Mar,"Mexico City, Mexico",
Men,400 METRES,FINAL,,4,Frank Riv era Paniagua,Puerto Rico,48.2 (48.37),,18 Mar,"Mexico City, Mexico",
Men,400 METRES,FINAL,,5,Melville Spence,Jamaica,48.2 (48.84),,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,1,Argemiro Roque,Brazil,1:55.0,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,2,Lon Spurrier,USA,1:55.6,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,3,Frank Rivera Paniagua,Puerto Rico,1:59.0,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,4,Gilberto Miora,Argentina,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,5,Alberto Gonzalez Mata,Mexico,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,6,Gilbert McGregor Jama ica,,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,1,Ram ón Sandoval,Chile,1:54.5,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,2,Arnie Sowell,USA,1:56.5,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,3,Evelio Planas del Rio,Cuba,1:59.2,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,4,Francisco Miranda Noesi,Dominican Republic,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,5,Jorge Leal,Mexico,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,1,Juan Mi randa,Argentina,1:56.0,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,2,Mal Whitfield,USA,1:56.7,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,3,Waldemiro Monteiro,Brazil,1:56.9,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,4,Waldo Sandoval,Chile,,,18 Mar,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,5,Samuel Alvarado,Mexico,,,18 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,1,Arnie Sowell,USA,1:49.7 (1:49.86),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,2,Lon Spurrier,USA,1:50.0 (1:50.51),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,3,Ram ón Sandoval,Chile,1:52.4 (1:52.52),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,4,Mal Whitfield,USA,1:52.5 (1:52.66),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,5,Juan Miranda,Argentina,1:53.6 (1:53.31),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,6,Argemiro Roque,Brazil,1:53.8 (1:53.98),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,7,Evelio Planas del Rio Cuba (,,1:57.69,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,8,Walde miro Monteiro Brazil (,,1:57.74,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,FINAL,,9,Frank Rivera Paniagua,Puerto Rico,,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,1,Juan Miranda,Argentina,4:06.4 (4:05.63),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,2,Wes Santee,USA,4:06.4 (4:05.65),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,3,Sebastiao Mendes,Brazil,4:13.8 (4:12.94),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,4,Bob McMillen,USA,4:16.0 (4:15.73),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,5,Eduardo Fontecilla,Chile,4:16.7 (4:15.92),,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,6,Alfonso Diaz,Mexico,4:20.8,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,1,Filem ón Camacho,Venezuela,4:31.4,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,2,Jesús Gonz ález,Mexico,4:32.6,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,3,Edgard Mitt,Brazil,4:34.4,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,4,Guillermo Sol á Aravena,Chile,4:34.8,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,5,Fred Dwyer,USA,4:34.8,,16 Mar,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,6,Emérito Estrella,Dominican Republic,4:35.8,,16 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Juan Miranda,Argentina,3:53.2 (3:53.30),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Wes Santee,USA,3:53.2 (3:53.44),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Fred Dwyer,USA,3:55.8 (3:56.04),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Bob McMillen,USA,4:04.4 (4:04.74),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,Guillermo Sol á Aravena,Chile,4:06.4 (4:06.67),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,6,Filemon Camacho,Venezuela,4:08.0,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,000 METRES (15 Mar ),,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Osvaldo Su árez,Argentina,15:30.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Horace Ashenfelte r,USA,15:31.4,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Jaime Correa,Chile,15:39.2,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Gordon McKenzie,USA,15:51.8,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,Francisco Hern ández Lopez,Mexico,16:02.4,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,6,Jesus Gonz ález,Mexico,16:25.4,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,7,Isidro Resendiz,Mexico,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,8,Edgard Freire,Brazil,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,9,Matias Vallejos,Paraguay,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,10,Guillermo Rojas Guatem ala,,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,11,Nery Virgilio Losse,Guatemala,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,12,Emerito Estrella,Dominican Republic,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,13,Gilber to Miora,Argentina,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,14,Luis Gonzaga Rodrigues,Brazil,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Osvaldo Suárez,Argentina,32:42.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Vicente S ánchez,Mexico,33:00.4,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Jaime Correa,Chile,33:42.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Francisco Hern ández Lopez,Mexico,33:49.8,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,Cruz Serrano,Mexico,34:35.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,6,Doroteo Flores,Guatemala,35:10.8,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,7,Guillermo Rojas,Guatemala,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,8,Matias Vallejos,Paraguay,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,9,Edgard Freire,Brazil,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Doroteo Flores,Guatemala,2:59:09.2,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Onésimo Rodriguez,Mexico,3:02:21.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Luis Vel ásquez,Guatemala,3:05:25.2,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Galdino Ramirez,Mexico,3:10:14.0,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,Barry Lush,Canada,3:17:53.6,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,6,George Norman,Canada,3:45:40.0,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,110,METRES HURDLES (16 Mar ),,,,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Keith Gardner,Jamaica,14.3 (14.61),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Samuel Anderson Schweyer,Cuba,14.5 (14.67),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Teófilo Davis Bell,Venezuela,15.1 (15.44),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Guillermo Zapata,Colombia,15.5 (15.65),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Jack Davis,USA,13.7 (13.92),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Evaristo Iglesias Royero,Cuba,14.7 (14.83),,19 Mar,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Wilson Gomes Carneiro,Brazil,15.2 (15.22),,19 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,1,Jack Davis,USA,14.3 (14.44),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,2,Keith Gardner,Jamaica,14.7 (14.74),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,3,Evaris to Iglesias Royero,Cuba,14.7 (14.94),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,4,Samuel Anderson Schweyer,Cuba,14.7 (14.95),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,5,Teófilo Davis Bell,Venezuela,15.3 (15.33),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,6,Wilson Gomes Carneiro,Brazil,16.5 (16.65),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,1,Josh Culbreath,USA,51.5,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,2,Jaime Aparicio Rodewaldt,Colombia,51.8,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,3,Wilson Gomes Carneiro,Brazil,53.0,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,4,Amadeo Francis,Puerto Rico,53.9,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,5,Juan Leiva,Venezuela,54.7,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,6,Oscar Fern ández,Mexico,56.1,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,7,Miguel M énendez,Mexico,56.6,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,3,000 METRES STEEPLECHASE (18 Mar ),,,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,1,Guillermo Sol á Aravena,Chile,9:46.8,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,2,Santiago Nova,Chile,9:50.4,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,3,Eligio Galicia Castillo,Mexico,9:54.2,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,4,Edgard Mitt,Brazil,10:04.6,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,5,Luciano G ómez Mexic o,,10:14.0,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,6,Ezequiel Garcia,Mexico,10:27.2,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,7,Victor Solares Hurtate,Guatemala,,,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,1,,USA,40.7 (40.96),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,2,Venezuel a,,41.2 (41.36),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,3,,Mexico,41.5 (41.94),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,4,,Argentina,41.9 (42.12),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,5,,Canada,42.0 (42.24),,17 Mar,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,6,Dominican Repub lic,,42.2 (42.64),,17 Mar,"Mexico City, Mexico",
