gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,HEAT,3,6,Alfonso Pitters,Panama,10.92,,,"Havana, Cuba",
Men,,HEAT,3,7,Willis Todman,British Virgin Islands,10.93,,,"Havana, Cuba",
Men,,HEAT,3,8,Derry Pemberton,Virgin Islands,11.07,,,"Havana, Cuba",
Men,100 METRES,FINAL,,1,Robson Caetano da Silva,Brazil,10.32,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,2,Andre Cason,USA,10.35,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,3,Jeff Willi ams,USA,10.48,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,4,Joel Isasi Gonzalez,Cuba,10.51,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,5,John Mair,Jamaica,10.55,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,6,Michael Green,Jamaica,10.69,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,7,Arnaldo Oliveira da Silva,Brazil,10.70,,5 Aug,"Havana, Cuba",
Men,100 METRES,FINAL,,8,Donovan Bailey,Canada,10.76,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,1,Robson Caetano da S ilva,Brazil,20.18,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,2,Félix Stevens Wells,Cuba,20.61,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,3,Troy Douglas,Bermuda,20.78,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,4,Peter Ogilvie,Canada,21.01,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,5,Terry Harewood,Barbados,21.27,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,6,Carlos Morales Herrera,Chile,21.67,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,7,Derry Pemberton,Virgin Islands,21.84,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,1,8,Kent Denn ie,St Vincent and the Grenadines,22.57,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,1,Roberto Hern ández Prendes,Cuba,20.43,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,2,Kevin Little,USA,20.77,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,3,Dennis Mowatt,Jamaica,21.57,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,4,Edgardo Guilbe Alomar,Puerto Rico,21.64,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,5,Jimmy Flemming,Virgin Islands,22.09,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,6,Eswort Coombs,St Vincent and the Grenadines,22.41,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,7,Michael Joseph,Belize,23.31,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,2,8,Junior Cornette,Guyana,30.24,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,1,Roland Barclay,Trinidad and Tobago,21.07,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,2,Kevin Braunskill,USA,21.21,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,3,Joseph Styles,Bahamas,21.24,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,4,Henrico Atki ns,Barbados,21.29,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,5,Carlos Moreno Lir a,Chile,21.36,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,6,Wayne Watson,Jamaica,21.80,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,7,Willie Archer,British Virgin Islands,22.07,,5 Aug,"Havana, Cuba",
Men,100 METRES,HEAT,3,8,Lindford Castillo,Belize,23.09,,5 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,1,Robson Caetano da Silva,Brazil,20.15,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,2,Kevin Little,USA,20.63,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,3,Félix Stevens Wells,Cuba,20.76,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,4,Peter Ogilvie,Canada,21.20,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,5,Troy Douglas,Bermuda,21.26,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,6,Roland Barclay,Trinidad and Tobago,21.51,,8 Aug,"Havana, Cuba",
Men,200 METRES,FINAL,,7,Roberto Hern ández Prendes,Cuba,23.22,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,1,Roberto Hern ández Prendes,Cuba,45.54,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,2,Howard Burnett,Jamaica,46.20,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,3,Seibert Straughn Barba dos,,46.63,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,4,Tommy Asinga,Surinam,46.89,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,5,Mike McLean,Canada,47.49,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,6,Keith Smith,Virgin Islands,48.22,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,7,Willie Archer,British Virgin Islands,48.65,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,1,8,Eswort Coombs,St Vincent and the Grenadines,49.32,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,1,Ian Morris,Trinidad and Tobago,45.63,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,2,Jeff Reynolds,USA,46.06,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,3,Jorge Valentin Charles,Cuba,46.22,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,4,Roberto Bortolotto,Brazil,47.22,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,5,Anthony Wilson,Canada,47.29,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,2,6,Howard Lindsay Antigua and Bar buda,,48.65,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,1,Quincy Watts,USA,46.02,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,2,Michael Anderson,Jamaica,46.47,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,3,Carlos Morale s Herrera,Chile,47.00,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,4,Alvin Daniel,Trinidad and Tobago,47.17,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,5,Ronald Thorne,Barbados,47.17,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,6,Desi Wynter Virgin Islan ds,,47.97,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,7,Eversley Linley St Vincent and t he Grenadines,,48.15,,8 Aug,"Havana, Cuba",
Men,200 METRES,HEAT,3,8,John Palacio,Belize,50.18,,8 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,1,Roberto Hernandez Prendes,Cuba,44.52,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,2,Ian Morris,Trinidad and Tobago,45.24,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,3,Jeff Reynolds,USA,45.81,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,4,Quincy Watts,USA,46.01,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,5,Jorge Valentin Charles,Cuba,46.03,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,6,Howard Burnett,Jamaica,46.10,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,7,Seibert Straughn,Barbados,46.67,,5 Aug,"Havana, Cuba",
Men,400 METRES,FINAL,,8,Michael Anderson,Jamaica,47.92,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,1,Octavius ‘Okie ’ Clark,USA,1:48.09,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,2,Luiz Goncalves,Brazil,1:48.21,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,3,Dale Jon es Antigua and Ba rbuda,,1:48.77,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,4,Daniel Bertoia,Canada,1:49.54,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,5,Desmond Hector,Guyana,1:50.03,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,1,6,Michael Williams,Barbados,1:50.70,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,1,Tommy Asinga,Surinam,1:47.61,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,2,Terril Davis,USA,1:47.77,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,3,Angel Carnesolta Recio,Cuba,1:48.07,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,4,William Be st,Canada,1:49.19,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,5,Steven Roberts,Barbados,1:54.09,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,2,6,Roger Miranda,Nicaragua,1:54.84,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,1,Héctor Herrera Ortiz,Cuba,1:48.06,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,2,Pablo Squella Serrano,Chile,1:48.13,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,3,Luis Migueles Do ret,Argentina,1:48.20,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,4,Michael Watson,Bermuda,1:53.06,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,5,Raúl Lobat ón Mejia,Bolivia,1:55.10,,5 Aug,"Havana, Cuba",
Men,400 METRES,HEAT,3,6,Juan Navarro Venezuel a,,1:56.59,,5 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,1,Ocatvius ‘Okie ’ Clark,USA,1:46.91,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,2,Terril Davis,USA,1:46.99,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,3,Tommy Asinga Surina m,,1:47.24,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,4,Pablo Squella Serrano,Chile,1:47.59,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,5,Angel Carnes olta Recio,Cuba,1:47.93,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,6,Héctor Herr era Ortiz,Cuba,1:48.12,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,7,Luis Goncalves,Brazil,1:48.82,,8 Aug,"Havana, Cuba",
Men,800 METRES,FINAL,,8,Luis Migueles Doret,Argentina,1:48.86,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,1,José Mauro Valente,Brazil,3:44.97,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,2,Daniel Bertoia,Canada,3:45.24,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,3,Amado Ramos R amirez,Cuba,3:45.60,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,4,José López Mart inez,Venezuela,3:45.69,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,5,Keith Allen,USA,3:45.74,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,6,Linton McKenzie,Jamaica,3:46.09,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,7,Ignacio Fragoso Galindo,Mexico,3:47.26,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,1,8,Desmond Hector,Guyana,3:54.62,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,1,William Burke,USA,3:49.08,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,2,Jason Bunston,Canada,3:49.32,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,3,Roilando Delis Mulet,Cuba,3:49.92,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,4,Luiz Goncalves,Brazil,3:50.08,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,5,Mauricio Hern ández Sanchez,Mexico,3:50.36,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,6,Raúl Lobat ón Mejia,Bolivia,3:55.69,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,7,Roger Miranda,Nicaragua,3:57.32,,8 Aug,"Havana, Cuba",
Men,800 METRES,HEAT,2,8,Michael Watson,Bermuda,4:00.53,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,1,Jose Mauro Valente,Brazil,3:42.90,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,2,William Burke,USA,3:43.04,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,3,Daniel Bertoia,Canada,3:43.71,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,4,Luiz Goncalves,Brazil,3:44.33,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,5,Amado Ramos Ramirez,Cuba,3:44.84,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,6,Ignacio Fragoso Galindo,Mexico,3:45.20,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,7,Jason Bunston,Canada,3:47.02,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,8,Linton McKenzie,Jamaica,3:47.25,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,9,Roilando Delis Mulet,Cuba,3:49.61,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,10,Mauricio Hern ández Sanchez,Mexico,3:49.92,,8 Aug,"Havana, Cuba",
Men,"1,500 METRES",FINAL,,11,Keith Allen,USA,4:00.99,,8 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,1,Arturo Barrios Flores,Mexico,13:35.83,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,2,Ignacio Fragoso Galindo,Mexico,13:45.15,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,3,Antonio Silio Alaguibe,Argentina,14:02.72,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,4,Jim Farmer,USA,14:03.93,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,5,José Morales Aguilar,Guatemala,14:05.82,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,6,Keith Brantly,USA,14:18.72,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,7,Marc Oleson,Canada,14:21.72,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,8,Juan Ram ón Conde Guerra,Cuba,14:27.90,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,9,Policarpio Calizaya H uaca,Bolivia,14:28.24,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,10,Linton McKenzie,Jamaica,14:37.13,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,11,Angel Rodriguez Ramos,Cuba,14:41.67,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,12,Jason Bunston,Canada,14:48.82,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,13,José Molina Nunez,Costa Rica,14:59.25,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,1,Martin Pit ayo Martinez,Mexico,29:45.49,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,2,Angel Rodriguez Ramos,Cuba,29:54.41,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,3,Juan Linares Diaz,Cuba,30:09.58,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,4,José Morales Aguilar,Guatemala,30:14.90,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,5,Bo Reed,USA,30:36.04,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,6,Gerar do Alcal á Garcia,Mexico,30:49.54,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,7,José Molina Nunez,Costa Rica,31:03.83,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,8,Policarpio Calizaya Huaca,Bolivia,31:17.94,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,9,Miguel Vargas Guerrero,Costa Rica,31:34.39,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,10,Jeff Cannada,USA,32:01.37,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,11,John Castellano,Canada,32:08.67,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,12,Jean Frantz,Haiti,34:44.44,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,13,Juan Dieujuste Gedeon,Haiti,35:01.76,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,1,Alberto Cuba Carrero,Cuba,2:19:27,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,2,Jose Santana da Silva,Brazil,2:19:29,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,3,Radam és Gonz ález Tamayo,Cuba,2:23:05,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,4,Marcelino Crisanto Cuarto,Mexico,2:24:04,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,5,Leonel Ortiz Alvarad o,Puerto Rico,2:25:05,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,6,Ken Frenette,Canada,2:28:02,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,7,Toribio Guti érrez,Argentina,2:28:35,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,8,William Aguirre Villaviconcio,Nicaragua,2:29:20,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,9,Waldemar Cotelo,Uruguay,2:29:30,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,10,Dieudonn e Lamothe,Haiti,2:30:13,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,11,Oscar Mejias Venez uela,,2:31:00,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,12,Calvin Dallas,Virgin Islands,2:31:34,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,13,Edwin Calatayud Yanez,Bolivia,2:31:49,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,14,César Mercado,Puerto Rico,2:35:31,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",FINAL,,15,Rudy Son Gonzalez,Guatemala,2:38:28,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,1,1,Cletus Clark,USA,13.81,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,1,2,Alexis S ánchez Gonz ález,Cuba,13.87,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,1,3,Richard Bu cknor,Jamaica,13.98,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,1,4,Jailto dos Sa ntos Bonfim,Brazil,14.03,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,1,5,Elvis Cedeno,Venezuela,14.21,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,2,1,Emilio Valle Alvarez,Cuba,13.82,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,2,2,Elbert Ellis,USA,13.91,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,2,3,Tim Kroeker,Canada,13.95,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,2,4,Sidney Clark,Panama,14.83,,7 Aug,"Havana, Cuba",
Men,"5,000 METRES",HEAT,2,5,Mauricio Carranza Rivas,El Salvador,15.69,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,1,Cletus Clark,USA,13.71,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,2,Alexis S ánchez Gonz ález,Cuba,13.76,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,3,Elbert Ellis,USA,13.89,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,4,Emilio Valle Alvarez,Cuba,13.94,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,5,Richard Bucknor,Jamaica,13.98,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,6,Tim Kroeker,Canada,14.00,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,7,Jailto dos S antos Bonfim,Brazil,14.06,,7 Aug,"Havana, Cuba",
Men,110 METRES HURDLES,FINAL,,8,Elvis Cedeno,Venezuela,14.11,,7 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,1,McClinton Neal,USA,50.59,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,2,Domingo Cordero Clase,Puerto Rico,50.78,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,3,Juan Hernandez Pi neda,Cuba,50.81,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,4,Mitchell Francis Jama ica,,53.54,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,5,Laurier Primeau,Canada,54.44,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,1,6,Mauricio Carranza Rivas,El Salvador,56.68,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,1,Torrance Zellner,USA,50.39,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,2,Eronilde Nunes de Araujo,Brazil,50.43,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,3,Pedro Pinera Silvera,Cuba,50.71,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,4,Mark Thomp son,Jamaica,51.03,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,5,Antonio Smith Venez uela,,51.10,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,HEAT,2,400,METRES HURDLES (1 0 Aug),,,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,1,Eronilde Nunes de Araujo,Brazil,49.96,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,2,McClinton Neal,USA,50.05,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,3,Torra nce Zellner,USA,50.21,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,4,Mark Thompson,Jamaica,50.53,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,5,Antonio Smith,Venezuela,50.71,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,6,Domingo Cordero Clas e,Puerto Rico,50.80,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,7,Pedro Pinera Silvera,Cuba,50.83,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,8,Juan Hernandez Pineda,Cuba,51.07,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,1,Adauto Domingues,Brazil,8:36.01,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,2,Ricardo Vera Rebollo,Uruguay,8:36.83,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,3,Juan Ram ón Conde Guerra,Cuba,8:37.53,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,4,Marcelo Cascabel o Ferrey ra,Argentina,8:37.90,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,5,Daniel Reese,USA,8:39.58,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,6,Germ án Silva Martin,Mexico,8:51.16,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,7,Juan Antonio Conde Guerra,Cuba,8:57.71,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,8,Henry Klassen,Canada,9:09.31,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,9,Jim Cooper,USA,9:15.31,,8 Aug,"Havana, Cuba",
Men,400 METRES HURDLES,FINAL,,10,Roger Miranda,Nicaragua,9:33.90,,8 Aug,"Havana, Cuba",
Men,4x100 METRES RELAY,FINAL,,1,Cuba,Cuba,39.08,,11 Aug,"Havana, Cuba",Joreg Aguilera Ruiz; Leandro Pe ñalver Gonz ález; Félix Stevens Wells; Joel Lamela Luaces
Men,4x100 METRES RELAY,FINAL,,2,Canada,Canada,39.95,,11 Aug,"Havana, Cuba",Everton Anderson; Mike Dwyer; Peter Ogilvie; Donovan Bailey
Men,4x100 METRES RELAY,FINAL,,3,Virgin Islands,Virgin Islands,41.02,,11 Aug,"Havana, Cuba",Derry Pemberton; Neville Hodge Gomez; Keith Smith; Kevin Robinson
Men,4x100 METRES RELAY,FINAL,,4,St Vincent and the Grenadines,St Vincent and the Grenadines,42.04,,11 Aug,"Havana, Cuba",Eversley Linley; Eswort Coombs; Dexter Browne; Kent Dennie
