gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,HEAT,4,6,Florencio Aguilar Mej ia,Panama,10.76,,,"San Juan, Puerto Rico",
Men,,HEAT,4,7,Luis Schneider Zuanich,Chile,10.96,,,"San Juan, Puerto Rico",
Men,,HEAT,1,1,Harvey Glance,USA,10.13,,,"San Juan, Puerto Rico",
Men,,HEAT,1,2,Silvio Leonard Sarria,Cuba,10.20,,,"San Juan, Puerto Rico",
Men,,HEAT,1,3,Nelson Rocha dos Santos,Brazil,10.30,,,"San Juan, Puerto Rico",
Men,,HEAT,1,4,Desai Williams,Canada,10.43,,,"San Juan, Puerto Rico",
Men,,HEAT,1,5,Ephraim Serrete,Trinidad and Tobago,10.45,,,"San Juan, Puerto Rico",
Men,,HEAT,1,6,Oliver Heywood,Jamaica,10.63,,,"San Juan, Puerto Rico",
Men,,HEAT,1,7,Rudy Levarity,Bahamas,10.69,,,"San Juan, Puerto Rico",
Men,,HEAT,1,8,Gerard Suero Correa Dominican Repu blic,,10.73,,,"San Juan, Puerto Rico",
Men,,HEAT,2,1,Emmit King,USA,10.19,,,"San Juan, Puerto Rico",
Men,,HEAT,2,2,Rui da Sil va,Brazil,10.44,,,"San Juan, Puerto Rico",
Men,,HEAT,2,3,Rawle Clarke,Barbados,10.44,,,"San Juan, Puerto Rico",
Men,,HEAT,2,4,Osvaldo Lara Ca nizares,Cuba,10.44,,,"San Juan, Puerto Rico",
Men,,HEAT,2,5,Guy Abrahams,Panama,10.45,,,"San Juan, Puerto Rico",
Men,,HEAT,2,6,Dennis Trott,Bermuda,10.56,,,"San Juan, Puerto Rico",
Men,,HEAT,2,7,Jesús Cabrera Quinones,Puerto Rico,10.62,,,"San Juan, Puerto Rico",
Men,,HEAT,2,8,Rafael F élix L ópez,Dominican Republic,10.68,,,"San Juan, Puerto Rico",
Men,,HEAT,2,100,METRES (8 Ju l),,,,,"San Juan, Puerto Rico",
Men,,FINAL,,1,Silvio Leonard Sarria,Cuba,10.13,,,"San Juan, Puerto Rico",
Men,,FINAL,,2,Harvey Glance,USA,10.19,,,"San Juan, Puerto Rico",
Men,,FINAL,,3,Emmit King,USA,10.30,,,"San Juan, Puerto Rico",
Men,,FINAL,,4,Nelson Rocha dos Santos,Brazil,10.33,,,"San Juan, Puerto Rico",
Men,,FINAL,,5,Rui da Silva,Brazil,10.41,,,"San Juan, Puerto Rico",
Men,,FINAL,,6,Osvaldo Lara Caniz ares,Cuba,10.47,,,"San Juan, Puerto Rico",
Men,,FINAL,,7,Rawle Clarke,Barbados,10.48,,,"San Juan, Puerto Rico",
Men,,FINAL,,8,Desai Williams,Canada,10.58,,,"San Juan, Puerto Rico",
Men,,HEAT,1,1,Silvio Leonard Sarria,Cuba,20.63,,,"San Juan, Puerto Rico",
Men,,HEAT,1,2,Don Coleman,USA,20.63,,,"San Juan, Puerto Rico",
Men,,HEAT,1,3,Altevir Silva de Araujo Filho,Brazil,20.69,,,"San Juan, Puerto Rico",
Men,,HEAT,1,4,Desai Willi ams,Canada,20.90,,,"San Juan, Puerto Rico",
Men,,HEAT,1,5,Jesús Cabrera Quinones,Puerto Rico,21.16,,,"San Juan, Puerto Rico",
Men,,HEAT,1,6,Rawle Clarke,Barbados,21.25,,,"San Juan, Puerto Rico",
Men,,HEAT,1,7,Luis Schneider Zuanich,Chile,21.85,,,"San Juan, Puerto Rico",
Men,,HEAT,1,8,Guy Abrahams,Panama,22.50,,,"San Juan, Puerto Rico",
Men,,HEAT,2,1,James Gilkes,Guyana,20.84,,,"San Juan, Puerto Rico",
Men,,HEAT,2,2,Rudy Levarity,Bahamas,21.06,,,"San Juan, Puerto Rico",
Men,,HEAT,2,3,Rafael F élix L ópez Domini can Republic,,21.38,,,"San Juan, Puerto Rico",
Men,,HEAT,2,4,Tony Sharpe,Canada,21.39,,,"San Juan, Puerto Rico",
Men,,HEAT,2,5,Michael Barnes,Jamaica,21.54,,,"San Juan, Puerto Rico",
Men,,HEAT,2,6,David Phillips,Barbados,22.36,,,"San Juan, Puerto Rico",
Men,,HEAT,3,1,Floyd Brown,Jamaica,20.87,,,"San Juan, Puerto Rico",
Men,,HEAT,3,2,Dwayne Evans,USA,20.93,,,"San Juan, Puerto Rico",
Men,,HEAT,3,3,Osvaldo Lara Caniza res,Cuba,21.26,,,"San Juan, Puerto Rico",
Men,,HEAT,3,4,Michael Paul,Trinidad and Tobago,21.56,,,"San Juan, Puerto Rico",
Men,,HEAT,3,5,Randolp h Wheatley,Virgin Islands,21.68,,,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,1,James Gilkes,Guyana,20.46,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,2,Silvio Leonard Sarria,Cuba,20.65,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,3,Floyd Brown,Jamaica,20.83,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,4,Dwayne Evans,USA,21.00,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,5,Tony Sharpe,Canada,21.33,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,6,Rafael F élix López,Dominican Republic,21.40,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,7,Rawle Clarke,Barbados,21.43,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,8,Randolph Wheatley,Virgin Islands,21.47,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,1,Don Coleman,USA,20.45,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,2,Desai Willia ms,Canada,20.75,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,3,Osvaldo Lara Canizares,Cuba,20.78,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,4,Altevir Silva de Araujo Filho,Brazil,20.86,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,5,Rudy Le varity,Bahamas,20.89,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,6,Michael Paul,Trinidad and Tobago,21.11,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,7,Jesús Cabrera Quinones,Puerto Rico,21.21,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,8,Michael Barnes,Jamaica,21.24,,9 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,1,Silvio Leonard Sarria,Cuba,20.37,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,2,James Gilkes,Guyana,20.46,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,3,Don Coleman,USA,20.56,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,4,Altevir Silva de Araujo Filho,Brazil,20.60,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,5,Floyd Brown,Jamaica,20.74,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,6,Desai Williams,Canada,20.98,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,7,Osvaldo Lara Canizar es,Cuba,21.00,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,FINAL,,8,Rudy Levarity,Bahamas,21.08,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,1,Willie Smith,USA,46.68,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,2,Bert Cameron,Jamaica,47.29,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,3,Joseph Coombs,Trinidad and Tobago,47.29,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,4,Carlos Alvarez Sanchez,Cuba,47.80,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,5,Bryan Saunders,Canada,48.61,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,6,Francisco Solis Manriquez,Dominican Republic,49.64,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,7,Miguel Banegas Puerto,Honduras,52.97,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,1,Delmo da Silva,Brazil,47.27,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,2,Glenn Bogue,Canada,47.52,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,3,Alberto Juantorena Danger,Cuba,47.59,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,4,Mike Solomon,Trinidad and Tobago,47.95,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,5,Fred Sowerby,Antigua,48.15,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,6,Gerold Pawirodikromo,Surinam,48.78,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,7,Randolph Wheatley,Virgin Islands,48.89,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,1,Tony Dard en,USA,46.91,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,2,Clyde Edwards,Barbados,47.52,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,3,Colin Bradford,Jamaica,47.56,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,4,Antonio Eusebio Dias Ferreira,Brazil,47.81,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,5,Greg ory Simons Bermud a,,48.24,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,6,Anatalio Ramirez,Dominican Republic,48.66,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,7,Rigoberto Mel éndez Solano,Honduras,52.59,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,1,Willie Smith,USA,46.10,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,2,Joseph Coombs,Trinidad and Tobago,46.49,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,3,Colin Bradford,Jamaica,46.51,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,4,Glenn Bogue,Canada,46.63,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,5,Delmo da Silva,Brazil,46.81,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,6,Carlos Al varez Sanc hez,Cuba,47.26,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,7,Fred Sow erby,Antigua,47.29,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,1,8,Gregory Simons,Bermuda,47.66,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,1,Tony Darden,USA,45.89,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,2,Alberto Juantorena Danger,Cuba,46.19,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,3,Clyde Edwards,Barbados,46.32,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,4,Bryan Saunders,Canada,46.34,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,5,Bert Cameron,Jamaica,46.36,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,6,Mike Sol omon,Trinidad and Tobago,46.91,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,7,Antonio Eusebio Dias Ferreira,Brazil,47.32,,10 Jul,"San Juan, Puerto Rico",
Men,200 METRES,HEAT,2,8,Anatolio Ramirez,Dominican Republic,49.12,,10 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,1,Tony Darden,USA,45.11,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,2,Alberto Juantorena Danger,Cuba,45.24,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,3,Willie Smith,USA,45.30,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,4,Bert Cameron,Jamaica,45.97,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,5,Bryan Saunders,Canada,46.16,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,6,Colin Bradford,Jamaica,46.36,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,7,Clyde Edwards,Barbados,46.66,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,FINAL,,8,Joseph Coombs Trinidad and Toba go,,46.98,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,1,James Robinson,USA,1:50.9,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,2,Cristian Molina Sifue ntes,Chile,1:51.1,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,3,Alberto Westerm an Lopes,Brazil,1:51.2,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,4,Victor Ramos,Puerto Rico,1:51.2,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,5,Leandro Civil Jorvis,Cuba,1:51.2,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,1,6,Omar Andematten,Argentina,1:51.8,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,1,Alberto Juantorena Danger,Cuba,1:51.1,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,2,Michael Watson,Bermuda,1:51.1,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,3,Doug Wournell,Canada,1:51.7,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,4,Francisc o Solis Manriquez,Dominican Republic,1:52.0,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,5,Gustavo Rivera,Puerto Rico,1:52.2,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,6,Rigoberto Mel éndez Solano,Honduras,2:01.9,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,2,7,Alexander Bridges,Antigua,2:02.2,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,3,1,Owen Hamilton,Jamaica,1:51.8,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,3,2,Michael White,USA,1:52.1,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,3,3,Agberto Conciecao Guimaraes,Brazil,1:53.1,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,3,4,Emilio Ulloa Valenzuela,Chile,1:53.3,,12 Jul,"San Juan, Puerto Rico",
Men,400 METRES,HEAT,3,5,Gerold Pawirodikromo,Surinam,1:54.2,,12 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,1,Owen Hamilton,Jamaica,1:48.3,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,2,James Robinson,USA,1:48.4,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,3,Agberto Conciecao Guimaraes,Brazil,1:48.8,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,4,"E,ilio Ulloa Valenzuela",Chile,1:48.8,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,5,Leandro Civil Jorvis,Cuba,1:49.0,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,6,Michael Watson,Bermuda,1:49.4,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,7,Gerald Pawirodikromo,Surinam,1:50.7,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,8,Victor Ramos,Puerto Rico,1:51.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,1,Alberto Juantorena Danger,Cuba,1:50.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,2,Cristian Molina Sifuentes,Chile,1:51.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,3,Doug Wournell,Canada,1:51.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,4,Michael White,USA,1:51.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,5,Omar Andematten Argent ina,,1:52.0,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,6,Alberto Westerman Lopes,Brazil,1:52.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,7,Francisco Solis Manriquez,Dominican Republic,1:52.7,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,8,Gustavo Rivera,Puerto Rico,1:52.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,800,METR ES (9 Jul),,,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,1,James R obinson,USA,1:46.3,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,2,Alberto Juantorena Danger,Cuba,1:46.4,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,3,Agber to Conciecao Guimaraes,Brazil,1:46.8,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,4,Owen Hamilton,Jamaica,1:47.3,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,5,Emilio Ulloa Valenzuela,Chile,1:49.2,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,6,Leandro Civil Jorvis,Cuba,1:49.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,7,Doug Wourn ell,Canada,1:50.0,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,FINAL,,8,Cristian Molina Sifuentes,Chile,1:51.7,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,1,John Craig,Canada,3:45.2,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,2,Eduardo Castro,Mexico,3:45.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,3,Don Paige,USA,3:45.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,4,Luis Medina Montoya,Cuba,3:45.6,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,5,Jose Gonz ález Tiapa,Venezuela,3:45.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,6,Jorge Ortiz,Puerto Rico,3:46.0,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,7,Alberto Westerman Lopes,Brazil,3:48.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,8,Abel Godoy,Uruguay,3:50.5,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,9,Emilio Ulloa Valenzuela,Chile,3:51.2,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,1,10,Adolfo Banegas Puerto,Honduras,4:08.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,1,Agberto Conciecao Guimaraes,Brazil,3:45.8,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,2,Peter Spir,Canada,3:45.8,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,3,Todd Harbour,USA,3:46.0,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,4,Ignacio Melesio,Mexico,3:46.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,5,Michael Watson,Bermuda,3:46.1,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,6,Leandro Civil Jorvis,Cuba,3:47.3,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,7,Modesto Compr és,Dominican Republic,3:49.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,8,Juan Aquino,Puerto Rico,3:50.9,,8 Jul,"San Juan, Puerto Rico",
Men,800 METRES,HEAT,2,9,Eduardo Valenzuela Vaillant,Chile,3:59.3,,8 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,1,Don Paige,USA,3:40.5,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,2,Todd Harbour,USA,3:41.5,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,3,Agberto Conciecao Guimaraes,Brazil,3:41.5,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,4,Eduardo Castro,Mexico,3:42.1,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,5,John Craig,Canada,3:42.6,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,6,Peter Spir,Canada,3:46.0,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,7,Michael Watson,Bermuda,3:46.3,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,8,Jose Gonz ález Tiapa,Venezuela,3:46.7,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,9,Ignacio Melesio,Mexico,3:49.2,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,10,Jorge Ortiz,Puerto Rico,3:49.8,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,11,Leandro Civil Jorvis,Cuba,3:52.4,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,1,Matt Cent rowitz,USA,14:01.0,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,2,Herb Lindsay,USA,14:04.1,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,3,Rodolfo G ómez,Mexico,14:05.0,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,4,Enrique Aquino Busquets,Mexico,14:05.9,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,5,Peter Butler,Canada,14:07.6,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,6,Jaime V élez,Puerto Rico,14:17.2,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,7,Victor Mora Garc ia,Colombia,14:17.7,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,8,Jorge Monin,Argentina,14:21.3,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,9,Luis Tip án,Ecuador,14:29.1,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,10,José Cobo Valdes,Cuba,15:00.5,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,11,Sergio Gregorio da Silva,Brazil,15:07.7,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,12,Luis Aquill ón Calder ón,El Salvador,15:22.5,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,1,Rodolfo G ómez,Mexico,29:02.4,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,2,Enrique Aquino Busquets Mexic o,,29:03.9,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,3,Frank Shorter,USA,29:06.4,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,4,Ricardo Rojas,USA,29:09.8,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,5,Peter Butler,Canada,29:20.4,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,6,Victor Mora Garcia,Colombia,29:27.4,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,7,Eloi Rodrigues Schleder,Brazil,29:35.6,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,8,Jaime V élez,Puerto Rico,30:12.2,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,9,Luis Tip án Ecuad or,,30:15.1,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,10,Jorge M onin,Argentina,30:24.8,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,11,Virgilio Herrera,Guatemala,30:59.7,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,12,Jose Hern ández Rosales,El Salvador,31:24.9,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,1,Radam és Gonz ález Tamayo,Cuba,2:24:09,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,2,Luis Barbosa,Colombia,2:24:44,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,3,Rich Hughson,Canada,2:25:34,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,4,Hector Rodriguez Camacho,Colombia,2:25:51,,14 Jul,"San Juan, Puerto Rico",
Men,"1,500 METRES",FINAL,,5,Edmundo Warnke Bravo,Chile,2:26:14,,14 Jul,"San Juan, Puerto Rico",
