gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,100 METRES,HEAT,3,6,Miguel Wilken,Argentina,10.66,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,1,Kim Collins St.Kitts -Nevis,,10.37,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,2,Carlos Rafael Jorge,Dominican Republic,10.43,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,3,Ramon Gittens,Barbados,10.45,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,4,Isidro Montoya,Colombia,10.60,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,5,Lee Prowell,Guyana,10.65,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,6,Courtney Williams,St.Vincent,11.15,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,7,Jurgen Themen,Surinam,11.71,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,1,Lerone Clarke,Jamaica,10.15,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,2,Alvaro G ómez,Colombia,10.31,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,3,Jason Rogers St.Kitts -Nevis,,10.35,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,4,Sandro Rodrigues Viana,Brazil,10.38,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,5,Dontae Richards,Canada,10.61,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,6,Adrian Durant,Virgin Islands,10.64,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,1,Lerone Clarke,Jamaica,10.17,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,2,Carlos Rafael Jorge,Dominican Republic,10.30,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,3,Alvaro G ómez,Colombia,10.40,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,4,Calesio Newman,USA,10.42,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,5,Jason Rogers St.Kitts -Nevis,,10.44,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,6,Sandro Rodrigues Viana,Brazil,10.49,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,7,Michael Herrera,Cuba,10.52,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,8,Adrian Griffith,Bahamas,10.59,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,1,Kim Collins St.Kitts -Nevis,,10.00,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,2,Emmanuel Callender,Trinidad and Tobago,10.17,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,3,Nilson de Oliveira Andre,Brazil,10.23,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,4,David Lescay,Cuba,10.31,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,5,Ramon Gittens,Barbados,10.37,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,6,Jamial Rolle,Bahamas,10.49,,24 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,1,Lerone Clarke,Jamaica,10.01,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,2,Kim Collins St.Kitts -Nevis,,10.04,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,3,Emmanuel Callender,Trinidad and Tobago,10.16,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,4,Carlos Rafael Jorge,Dominican Republic,10.26,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,5,Nilson de Oliveira Andre,Brazil,10.26,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,6,Calesio Newman,USA,10.31,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,7,Alvaro G ómez,Colombia,10.33,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,FINAL,,8,David Lescay,Cuba,10.39,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,1,Lansford Spence,Jamaica,20.59,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,2,Roberto Skyers Pérez,Cuba,20.86,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,3,Harold Houston,Bermuda,21.04,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,4,Kael Becerra,Chile,21.04,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,5,Mariano Jimenez,Argentina,21.20,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,6,Joel Redhead,Grenada,21.60,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,1,Bruno Tenorio de Barros,Brazil,20.53,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,2,Daniel Grueso,Colombia,20.76,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,3,Rolando Palacios,Honduras,20.90,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,4,Brijesh Lawrence St.Kitts -Nevis,,21.02,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,5,Perrisan White,USA,21.05,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,6,Franklin Nazareno,Ecuador,21.45,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,1,Alex Qui ñonez Martinez,Ecuador,20.73,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,2,Moriba Morain,Trinidad and Tobago,20.90,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,3,José Acevedo,Venezuela,20.93,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,4,Juan Reyes,Mexico,21.54,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,5,Roudy Monrose,Haiti,21.63,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,6,Courtney Williams,St.Vincent,22.42,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,7,Winston George,Guyana,24.17,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,1,Michael Mathieu Bahama s,,20.81,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,2,Calesio Newman,USA,20.86,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,3,Yoel Tapia G ómez,Dominican Republic,20.95,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,4,Dontae Richards,Canada,21.26,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,5,Jonathan Juin,Haiti,21.62,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,6,Jorge Alonzo,Mexico,21.81,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,4,7,Jorge Jimenez,Belize,23.55,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,1,Sandro Rodrigues Viana Braz il,,20.65,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,2,Jason Livermore,Jamaica,20.73,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,3,Michael Herrera,Cuba,20.82,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,4,Antoine Adams St.Kitts -Nevis,,20.83,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,5,Cristian Reyes,Chile,20.83,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,5,6,Adam Harris,Guyana,22.45,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,1,Roberto Skyers Pérez,Cuba,20.31,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,2,Sandro Rodrigues Viana,Brazil,20.39,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,3,Alex Qui ñonez Martin ez,Ecuador,20.49,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,4,Cristian Reyes,Chile,20.65,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,5,Antoine Adams St.Kitts -Nevis,,20.76,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,6,Perrisan White,USA,20.78,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,7,Harold Houston Bermud a,,20.91,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,1,8,Moriba Morain Trini dad and Toba go,,20.91,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,1,Bruno Tenorio de Barros,Brazil,20.35,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,2,Rolando Palacios,Honduras,20.70,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,3,Jason Livermore,Jamaica,20.76,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,4,Daniel Grueso,Colombia,20.83,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,5,Jose Acevedo,Venezuela,20.85,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,6,Dontae Rich ards,Canada,21.11,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,7,Kael Bece rra,Chile,21.23,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,2,8,Franklin Nazareno,Ecuador,21.48,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,1,Lansford Spence,Jamaica,20.33,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,2,Michael Mathieu,Bahamas,20.50,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,3,Michael Herrera,Cuba,20.66,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,4,Calesio Newman,USA,20.80,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,5,Brijesh Lawrence St.Kitts -Nevis,,20.82,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,6,Yoel Tapia G ómez Dominican Rep ublic,,20.84,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,7,Mariano Jimenez,Argentina,21.47,,25 Oct,"Guadalajara, Mexico",
Men,100 METRES,HEAT,3,8,Juan Reyes,Mexico,21.49,,25 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,1,Roberto Skyers Pérez,Cuba,20.37,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,2,Lansford Spence,Jamaica,20.38,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,3,Bruno Tenorio de Barros,Brazil,20.45,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,4,Michael Mathieu,Bahamas,20.62,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,5,Rolando P alacios,Honduras,20.77,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,6,Alex Qui ñonez Martinez,Ecuador,20.86,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,7,Sandro Rodrigues Viana,Brazil,20.94,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,FINAL,,8,Cristian Reyes,Chile,20.97,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,1,William Collazo,Cuba,45.70,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,2,Anderson Freitas Henriques,Brazil,45.71,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,3,Arismend y Peguero Dominica n Republic,,45.94,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,4,Erison Hurtault,Dominica,46.24,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,5,Alberto Aguilar,Venezuela,46.39,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,6,Orlando Garcia,Mexico,47.45,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,7,Richard Richardson Antigua and B arbuda,,48.49,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,1,8,Keron Toussai nt,Grenada,97.36,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,1,Ramon Miller,Bahamas,45.40,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,2,Luguelin Santos Aquino Domi nican Republic,,45.41,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,3,Nery Brenes Cardenas,Costa Rica,45.42,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,4,Winston George,Guyana,46.93,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,5,Geiner Mosquera,Colombia,46.97,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,6,Annert Whyte,Jamaica,47.57,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,7,Tremaine Harris,Canada,48.21,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,2,8,Jayson Jones,Belize,51.60,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,1,Chris B rown,Bahamas,45.92,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,2,Noel Ruiz,Cuba,45.98,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,3,Michael Mason,Jamaica,46.09,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,4,Joshua Scott,USA,46.09,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,5,Omar Longart,Venezuela,46.50,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,6,Takeshi Fujiwara,El Salvador,46.92,,27 Oct,"Guadalajara, Mexico",
Men,200 METRES,HEAT,3,7,Augusto Stanle y,Paraguay,47.52,,27 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,1,Nery Brenes Cardenas,Costa Rica,44.65,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,2,Luguelin Santos Aquino,Dominican Republic,44.71,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,3,Ramon Mil ler,Bahamas,45.01,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,4,William Collazo,Cuba,45.33,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,5,Noel Ruiz,Cuba,45.69,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,6,Arismendy Peguero,Dominican Republic,45.72,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,7,Chris Brown,Bahamas,45.89,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,8,Anderson Freitas Henriques,Brazil,45.92,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,1,Andy Gonz ález,Cuba,1:48.21,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,2,Mark Wieczorek,USA,1:48.32,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,3,Lutimar de Abr eu Paes,Brazil,1:48.37,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,4,Rafith Rodriguez,Colombia,1:48.41,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,5,Moise Joseph,Haiti,1:49.12,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,6,Nico Herrera,Venezuela,1:49.29,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,7,Jose Esparza,Mexico,1:50.65,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,1,8,Jon Rankin,Cayman Islands,2:21.36,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,1,Tyler Mulder,USA,1:49.65,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,2,Kleberson Davide,Brazil,1:49.65,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,3,Raidel Acea Morales,Cuba,1:50.04,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,4,Jamaal James Trini dad and Tobago,,1:50.14,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,5,Jenner Pelico,Guatemala,1:51.12,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,6,Juan Vega,Argentina,1:52.60,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,7,Edgard Cortez,Nicaragua,1:59.02,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,HEAT,2,800,METRE S (28 Oct),,,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,1,Andy Gonz ález,Cuba,1:45.58,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,2,Kleberson Davide,Brazil,1:45.75,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,3,Raidel Acea Morales,Cuba,1:46.23,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,4,Tyler Mulder,USA,1:46.46,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,5,Mark Wieczorek,USA,1:47.75,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,6,Lutimar de Abreu Paes,Brazil,1:47.76,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,7,Jon Rankin,Cayman Islands,1:52.72,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,8,Moise Joseph,Haiti,1:54.88,,26 Oct,"Guadalajara, Mexico",
Men,400 METRES,FINAL,,9,Rafith Rodriguez Colombi a,,1:58.27,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,1,Leandro Prates Oliveira,Brazil,3:53.44,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,2,Byron Piedra,Ecuador,3:53.45,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,3,Eduar Villanueva,Venezuela,3:54.06,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,4,Jon Rankin Cayman Is lands,,3:54.79,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,5,Andrew Acosta,USA,3:55.27,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,6,Javier Carriqueo,Argentina,3:55.52,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,7,Nico Herrera,Venezuela,3:56.30,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,8,Ivan L ópez,Chile,3:56.53,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,9,Samuel V ázquez,Puerto Rico,3:56.65,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,10,Leslie Enc ina,Chile,3:56.69,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,11,Jose Esparza,Mexico,3:56.94,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,12,Diego B orrego,Mexico,4:00.03,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,13,Federico Bruno,Argentina,4:01.09,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,14,William Lee r,USA,4:04.13,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,1,Juan Ba rrios Nieves,Mexico,14:13.77,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,2,Byron Piedra,Ecuador,14:15.74,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,3,Joilson Bernardo da Silva,Brazil,14:16.11,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,4,Juan Romero,Mexico,14:16.13,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,5,Brandon Bethke,USA,14:17.31,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,6,Jose Gonz ález,Colombia,14:19.43,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,7,Javier Guarin,Colombia,14:20.15,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,8,Stephen Furst,USA,14:21.94,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,9,Jhon Cusi,Peru,14:28.31,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,10,Raul Machahuay,Peru,14:43.05,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,11,Miguel Barzola,Argentina,14:44.23,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,12,Luis Orta,Venezuela,14:59.00,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,13,Jose Raxon,Guatemala,14:59.78,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,14,Ubaldo de los Santos,Uruguay,15:23.87,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,15,Oneil Williams,Bahamas,18:01.55,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,10,000 ME TRES (27 Oct),,,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,1,Marilson G ómes dos S ántos,Brazil,29:00.64,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,2,Juan Romero,Mexico,29:41.00,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,3,Giovani dos Santos,Brazil,29:51.71,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,4,James Strang,USA,29:51.93,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,5,Ryan Vail,USA,29:52.04,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,6,Miguel Barzola,Argentina,30:12.82,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,7,Raul Machahuay,Peru,30:55.05,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,8,John Tello,Colombia,31:04.32,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,9,Julio P érez,Mexico,31:48.49,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,10,Santos Pirir,Guatemala,32:30.64,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,1,Solonel Rocha da Silva,Brazil,2:16:37,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,2,Diego Colora do,Colombia,2:17:13,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,3,Juan Cardona,Colombia,2:18:20,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,4,Luis Rivera,Puerto Rico,2:19:06,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,5,Jose Garcia,Guatemala,2:20:27,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,6,Carlos Cordero,Mexico,2:20:49,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,7,Constantino Le ón,Peru,2:21:18,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,8,Patrick Rizzo,USA,2:21:58,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,9,Jean Carlos da Silva,Brazil,2:22:41,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,10,Tomas Luna,Mexico,2:23:47,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,11,Alfredo Arevalo,Guatemala,2:25:53,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,12,Raúl Pacheco,Peru,2:27:39,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,13,Franklin Ten orio,Ecuador,2:28:25,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,14,Ausberto Lucas,Bolivia,2:31:30,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,15,Henrry J aen,Cuba,2:31:30,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,16,Franklin Aduviri,Bolivia,2:33:49,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,17,Dimas Castro,Nicaragua,2:47:25,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,18,Larryn S ánchez,Venezuela,2:50:20,,26 Oct,"Guadalajara, Mexico",
Men,"1,500 METRES",FINAL,,19,William S ánchez,El Salvador,3:07:25,,26 Oct,"Guadalajara, Mexico",
Men,110 METRE S HURDLES,HEAT,1,1,Orlando Ortega,Cuba,13.33,,27 Oct,"Guadalajara, Mexico",
Men,110 METRE S HURDLES,HEAT,1,2,Paulo Villar,Colombia,13.39,,27 Oct,"Guadalajara, Mexico",
