gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,HEAT,5,3,Michael Fray,Jamaica,10.71,,,"Mexico City, Mexico",
Men,,HEAT,5,4,Melvin Ramirez,Guatemala,11.35,,,"Mexico City, Mexico",
Men,,HEAT,1,1,Silvio Leonard Sarria,Cuba,10.15,,,"Mexico City, Mexico",
Men,,HEAT,1,2,Hasely Crawford,Trinidad and Tobago,10.27,,,"Mexico City, Mexico",
Men,,HEAT,1,3,Clancy Edwards,USA,10.33,,,"Mexico City, Mexico",
Men,,HEAT,1,4,Rui da Silva,Brazil,10.36,,,"Mexico City, Mexico",
Men,,HEAT,1,5,Marvin Nash,Canada,10.41,,,"Mexico City, Mexico",
Men,,HEAT,1,6,Gregorio Garcia Aglon,Dominican Republic,10.57,,,"Mexico City, Mexico",
Men,,HEAT,1,7,Clifton Schultz,Guyana,10.58,,,"Mexico City, Mexico",
Men,,HEAT,1,8,Walter Callender,Bahamas,10.74,,,"Mexico City, Mexico",
Men,,HEAT,2,1,James Gilkes,Guyana,10.22,,,"Mexico City, Mexico",
Men,,HEAT,2,2,Hermes Ramirez Cajigal,Cuba,10.24,,,"Mexico City, Mexico",
Men,,HEAT,2,3,Bill Collins,USA,10.35,,,"Mexico City, Mexico",
Men,,HEAT,2,4,Hugh Fraser,Canada,10.37,,,"Mexico City, Mexico",
Men,,HEAT,2,5,Nelson Rocha dos Santos,Brazil,10.39,,,"Mexico City, Mexico",
Men,,HEAT,2,6,Michael Fray,Jamaica,10.39,,,"Mexico City, Mexico",
Men,,HEAT,2,7,Enrique Javier Almarante,Dominican Republic,10.59,,,"Mexico City, Mexico",
Men,,HEAT,2,8,Gustavo Du barbier,Argentina,10.73,,,"Mexico City, Mexico",
Men,100 METRES,FINAL,,1,Silvio Leonard Sarria,Cuba,10.15,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,2,Hasely Crawford,Trinidad and Tobago,10.21,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,3,Hermes Ramirez Cajigal,Cuba,10.34,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,4,James Gilkes,Guyana,10.35,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,5,Clancy Edwards,USA,10.39,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,6,Hugh Fraser,Canada,10.45,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,7,Rui da Silva,Brazil,10.46,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,FINAL,,8,Bill Collins,USA,10.48,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,1,Raymond Heerenveen,Netherland Antilles,20.98,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,2,Anthony Davis,Jamaica,21.12,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,3,Gregory Simons,Bermuda,21.41,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,4,Dennis Callison,Guyana,21.66,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,5,Melvin Ramirez,Guatemala,23.20,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,1,Larry Brown,USA,20.62,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,2,Hugh Fraser,Canada,20.90,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,3,Pablo Montes Casanova,Cuba,21.18,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,4,Félix L ópez Matias,Dominican Republic,21.24,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,5,Hasely Crawford,Trinidad and Tobago,21.65,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,6,Arturo Godoy,Mexico,21.80,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,7,Henry Braafhart,Netherland Antilles,22.17,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,8,Philippe Etienne,Haiti,22.33,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,1,Bob Martin,Canada,20.93,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,2,Bill Collins,USA,20.99,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,3,Chris Brathwaite Trinidad and T obago,,21.33,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,4,Rudy Levarity,Bahamas,21.38,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,5,Gustavo Dubarbier,Argentina,21.61,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,3,6,Lionel Caero,Bolivia,22.61,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,4,1,James Gilkes,Guyana,21.01,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,4,2,Mike Sands,Bahamas,21.09,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,4,3,Jesús Rohena,Puerto Rico,21.86,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,4,4,Angel Guerreros,Paraguay,22.31,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,4,5,Ronald Russell,Virgin Islands,22.40,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,1,James Gilkes,Guyana,20.53,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,2,Larry Brown,USA,20.83,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,3,Mike Sands,Bahamas,20.92,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,4,Pablo Montes Casanova,Cuba,21.25,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,5,Antho ny Davis,Jamaica,21.35,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,6,Félix L ópez Matias,Dominican Republic,21.66,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,1,7,Gregory Simons,Bermuda,21.88,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,1,Bill Collins,USA,20.74,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,2,Hugh Fraser,Canada,20.86,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,3,Raymond Heerenveen,Netherland Antilles,21.11,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,4,Jesús Rohena,Puerto Rico,21.13,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,5,Rudy Levarity,Bahamas,21.19,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,6,Chris Brathwaite,Trinidad and Tobago,21.21,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,7,Dennis Callison,Guyana,21.54,,14 Oct,"Mexico City, Mexico",
Men,100 METRES,HEAT,2,8,Angel Guerreros,Paraguay,22.03,,14 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,1,James Gilkes,Guyana,20.43,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,2,Larry Brown,USA,20.69,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,3,Mike Sands,Bahamas,20.98,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,4,Bill Collins,USA,21.03,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,5,Hugh Fraser,Canada,21.09,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,6,Pablo Montes Casanova,Cuba,21.35,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,7,Raymond Heerenveen,Netherland Antilles,21.37,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,FINAL,,8,Jesús Rohena,Puerto Rico,21.48,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,1,Delmo da Silva,Brazil,47.81,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,2,Félix Rios,Puerto Rico,48.76,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,3,Ronnie Ray,USA,49.09,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,4,Glenn Bogue,Canada,49.10,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,1,5,Eddy Guti érrez James,Cuba,49.62,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,1,Miguel L ópez,Mexico,47.87,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,2,Trevor Campbell,Jamaica,48.31,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,2,3,Bryan Saunders,Canada,48.64,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,1,Alberto Juantorena Danger,Cuba,47.19,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,2,Alfred Daley,Jamaica,47.51,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,3,Mike Sands,Bahamas,47.81,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,4,Juan Franceschi,Puerto Rico,47.82,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,5,Hugo Tanino,Argentina,48.06,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,6,Aubrey Wilson,Guyana,48.34,,16 Oct,"Mexico City, Mexico",
Men,200 METRES,HEAT,3,7,Wilfred Cyriaque,Haiti,51.82,,16 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,1,Ronnie Ray,USA,46.05,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,2,Eddy Guti érrez James,Cuba,46.24,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,3,Mike Sands,Bahamas,46.28,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,4,Glenn Bogue,Canada,46.52,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,5,Alfred Daley,Jamaica,46.56,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,6,Juan Franceschi,Puerto Rico,53.46,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,1,Alberto Juantorena Danger,Cuba,45.46,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,2,Delmo da Silva,Brazil,46.55,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,3,Trevor Campbell,Jamaica,46.93,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,4,Bryan Saunders,Canada,47.46,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,5,Félix Rios,Puerto Rico,47.80,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,6,Miguel L ópez,Mexico,47.83,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,7,Aubrey Wilson,Guyana,48.45,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,400,M ETRES (18 Oct),,,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,1,Ronnie Ray,USA,44.45,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,2,Alberto Juantorena Danger,Cuba,44.80,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,3,Delmo da Silva,Brazil,45.53,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,4,Mike Sands,Bahamas,45.89,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,5,Eddy Guti érrez James,Cuba,46.15,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,6,Bryan Saunders,Canada,46.30,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,7,Trevor Campbell,Jamaica,46.61,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,FINAL,,8,Glenn B ogue,Canada,47.29,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,1,Sylvan Barrett,Jamaica,1:52.72,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,2,Keith Francis,USA,1:53.45,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,3,Roy Bottse,Surinam,1:54.02,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,4,Luis Medina Montoya,Cuba,1:54.74,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,1,5,Carlos Villar,Argentina,1:56.79,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,1,Carlos Rodolfo Martinez,Mexico,1:53.94,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,2,Alejo Castillo,Dominican Republic,1:54.69,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,3,Rayfield Beaton,Guyana,1:55.26,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,4,Bill Smart,Canada,1:56.99,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,5,Venancio Ponce Honduras,,2:00.36,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,2,6,Emmanuel Saint -Hilaire,Haiti,2:12.20,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,1,Tom McLean,USA,1:55.22,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,2,Darcy Leao Pereira,Brazil,1:56.85,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,3,Javier Ch ávez,Mexico,1:57.48,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,4,Leandro Civil Jorvis,Cuba,1:57.88,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,5,Ken Elmer,Canada,1:58.15,,17 Oct,"Mexico City, Mexico",
Men,400 METRES,HEAT,3,6,Michael Watson,Bermuda,1:58.48,,17 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,1,Luis Medina Montoya,Cuba,1:49.50,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,2,Carlos Rodolfo Martinez,Mexico,1:49.68,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,3,Rayfield Beaton,Guyana,1:49.80,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,4,Keith Francis,USA,1:49.92,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,5,Roy Bottse,Surinam,1:50.31,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,6,Sylvan Barrett,Jamaica,1:52.22,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,7,Bill Smart,Canada,1:56.52,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,1,Tom McLean,USA,1:50.23,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,2,Leandro Civil Jorvis,Cuba,1:50.73,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,3,Ken Elmer,Canada,1:50.82,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,4,Darcy Leao Pereira,Brazil,1:50.86,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,5,Alejo Castillo,Dominican Republic,1:52.14,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,6,Javier Ch ávez,Mexico,1:52.16,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,7,Venancio Ponce Honduras,,2:00.24,,14 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,1,Luis Medina Montoya,Cuba,1:47.98,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,2,Leandro Civil Jorvis,Cuba,1:48.75,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,3,Carlos Rodolfo Martinez,Mexico,1:48.78,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,4,Rayfield Beaton,Guyana,1:49.11,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,5,Tom McLean,USA,1:49.14,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,6,Ken Elmer,Canada,1:49.30,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,7,Keith Francis,USA,1:50.84,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,FINAL,,8,Darcy Leao Pe reira,Brazil,1:57.21,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,1,Carlos Rodolfo Martinez,Mexico,3.55.55,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,2,Ken Elmer,Canada,3.55.99,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,3,Jesús Barrero,Colombia,3.57.65,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,4,Luis Medina Montoya,Cuba,3.58.70,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,5,Scott Daggatt,USA,3.59.39,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,6,Modesto Compr és Domin ican Republic,,4.03.11,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,7,Michael Watson,Bermuda,4.09.85,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,1,8,Olmeus Charles,Haiti,4.48.49,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,1,Tony Waldrop,USA,4.01.18,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,2,Carlos B áez,Puerto Rico,4.01.20,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,3,José Cobo Valdes,Cuba,4.01.23,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,4,Paul Pearson,Canada,4.02.37,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,5,Carlos Villar,Argentina,4.02.41,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,6,Javier Ch ávez,Mexico,4.02.69,,15 Oct,"Mexico City, Mexico",
Men,800 METRES,HEAT,2,7,Darcy Leao Pereira,Brazil,4.05.04,,15 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,1,Tony Waldrop,USA,3.45.09,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,2,Carlos Rodolfo Martinez,Mexico,3.45.98,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,3,Luis Medina Montoya,Cuba,3.49,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,4,Modesto Compr és,Dominican Republic,3.52.14,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,5,Javier Ch ávez,Mexico,3.52.35,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,6,Jose Cobo Valdes,Cuba,3.52.37,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,7,Carlos B áez,Puerto Rico,3.54.81,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,8,Ken Elmer,Canada,3.55.00,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,9,Carlos Villar,Argentina,4.03.35,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,10,Scott Daggatt,USA,4.07.34,,20 Oct,"Mexico City, Mexico",
Men,"1,500 METRES",FINAL,,11,Paul Pear son,Canada,4.15.90,,20 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,1,Domingo Tibaduiza Reyes,Colombia,14.02.00,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,2,Ted Castaneda,USA,14.03.20,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,3,Rodolfo G ómez,Mexico,14.05.25,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,4,Luis Hern ández,Mexico,14.21.59,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,5,José Romao Andrade d a Silva,Brazil,14.41.36,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,6,Edmundo Warnke Bravo,Chile,15.10.66,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,7,Mike Slack,USA,15.17.32,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,8,Sixto Hierrezuelo Ramirez,Cuba,15.32.59,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,9,Hipólito L ópez Honduras,,15.56.16,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,10,John Sharp,Canada,16.01.57,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,11,Luis Raudales Honduras,,16.20.96,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,1,Luis Hern ández,Mexico,29.19.28,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,2,Rodolfo G ómez,Mexico,29.21.22,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,3,Domingo Tibaduiza Reyes,Colombia,29.25.45,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,4,Garry Bjorklund,USA,29.52.36,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,5,Rafael Angel P érez Cordoba,Costa Rica,30.07.97,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,6,Edmundo Warnke Bravo,Chile,30.31.67,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,7,John Gregorio,USA,30.42.25,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,8,Hipólito L ópez Honduras,,32.22.13,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,1,Rigoberto Mendoza Perez,Cuba,2:25.02,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,2,Charles Smead,USA,2:25.31,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,3,Tom Howard,Canada,2:25.45,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,4,Héctor Rodriguez,Colombia,2:31.33,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,5,Rafael Palomares Tadeu,Mexico,2:34.03,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,6,Jairo Cubillos Ramirez,Colombia,2:37.09,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,7,José de Jes ús,Puerto Rico,2:39.22,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,8,Rafael Angel P érez Cordoba,Costa Rica,2:43.10,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,9,Ricardo Condori,Bolivia,2:45.15,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,10,Hugo Vargas,Costa Rica,2:48.54,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,11,Fulgencio Hern ández,Guatemala,2:51.19,,16 Oct,"Mexico City, Mexico",
Men,"5,000 METRES",FINAL,,12,César Pastrano,Ecuador,3:07.00,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,1,1,Charles Dobson,USA,13.95,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,1,2,Marcio Viani Lomonaco,Brazil,14.21,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,1,3,Danny Smith,Bahamas,14.49,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,1,4,Rodolfo Chavira,Mexico,14.54,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,1,5,Tito Steiner,Argentina,14.64,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,2,1,Alejandro Casa ñas Ramirez,Cuba,13.76,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,2,2,Arnaldo Bristol Sabater,Puerto Rico,13.98,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,2,3,Charles Rich,USA,13.99,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,2,4,Jesús Villegas Candelo,Colombia,14.69,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,HEAT,2,5,José Cartas,Mexico,14.75,,16 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,1,Alejandro Casa ñas Ramirez,Cuba,13.44,,17 Oct,"Mexico City, Mexico",
Men,110 METRES HURDLES,FINAL,,2,Danny Smith,Bahamas,13.72,,17 Oct,"Mexico City, Mexico",
