gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,HEAT,1,6,Joao Pires Sobr inho,Brazil,10.6,,,"Chicago, USA",
Men,,HEAT,1,7,Wilton Jackson British West Indies -Trinidad,,10.6,,,"Chicago, USA",
Men,,HEAT,1,8,Luis Vie nna,Argentina,10.8,,,"Chicago, USA",
Men,,HEAT,2,1,Robert Poynter,USA,10.5,,,"Chicago, USA",
Men,,HEAT,2,2,Bill Woodhouse,USA,10.5,,,"Chicago, USA",
Men,,HEAT,2,3,Enrique Figuerola Camue,Cuba,10.5,,,"Chicago, USA",
Men,,HEAT,2,4,Dennis Johnson British West Indies -,Jamaica,10.5,,,"Chicago, USA",
Men,,HEAT,2,5,José Telles da Conciecao,Brazil,10.7,,,"Chicago, USA",
Men,,HEAT,2,6,Clive Bonas Simmons,Venezuela,10.7,,,"Chicago, USA",
Men,,HEAT,2,7,Harry Jerom e,Canada,10.7,,,"Chicago, USA",
Men,,HEAT,2,8,Rubén Diaz,Puerto Rico,10.9,,,"Chicago, USA",
Men,100 METRES,FINAL,,1,Ray Norton,USA,10.3,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,2,Mike Agostini British West Indies -Trinidad,,10.4,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,3,Enrique Figuerola Camue,Cuba,10.5,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,4,Robert Poynter,USA,10.5,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,5,Dennis Johnson British West Indies -,Jamaica,10.6,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,6,Rafael Romero Sa ndrea,Venezuela,10.6,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,7,Bill Woodhouse,USA,10.7,,29 Aug,"Chicago, USA",
Men,100 METRES,FINAL,,8,Santiago Plaza,Mexico,10.8,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,1,Ray Norton,USA,21.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,2,Mike Agostini British West Indies -Trinidad,,21.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,3,Manuel Rivera Guevara,Puerto Rico,22.0,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,4,Jorge Machado de Barros,Brazil,22.1,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,5,Gordon Thorlaksson,Canada,22.1,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,1,6,Alberto Torres de la Motta,Dominican Republic,,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,1,Ram ón Luis Vega Zayas,Puerto Rico,21.8,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,2,Basil Ince British West Indies -Trinidad,,21.8,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,3,Rafael Romero Sandrea,Venezuela,21.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,4,Luis Vienna,Argentina,21.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,5,George Short,Canada,22.7,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,6,Salvador Rivas Perez Dominican Re public,,23.0,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,2,7,Arturo Flores,Ecuador,,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,3,1,Vance Robinson,USA,21.6,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,3,2,Wilton Jackson British West Indies -Trinidad,,21.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,3,3,José Telles da Conciecao,Brazil,22.0,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,3,4,Enrique Figuerola Camue,Cuba,22.2,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,3,5,Lloyd Murad,Venezuela,,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,1,Lester Carney,USA,21.6,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,2,Harry Jerome,Canada,22.1,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,3,Santiago Plaza,Mexico,22.2,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,4,Joao Pires Sobrinho,Brazil,22.2,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,5,Lionel James Midi,Dominican Republic,22.9,,29 Aug,"Chicago, USA",
Men,100 METRES,HEAT,4,6,Eduardo Krumm,Chile,23.4,,29 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,1,Ram ón Luis Vega Zayas,Puerto Rico,21.4,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,2,Mike Agostini British West Indies -Trinidad,,21.5,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,3,Vance Robinson,USA,21.5,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,4,Rafael Romero Sandrea,Venezuela,21.5,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,5,Harry Jerome Cana da,,21.8,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,6,Santiago Plaza,Mexico,22.0,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,1,Ray Norton,USA,21.1,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,2,Basil Ince British West Indies -Trinidad,,21.4,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,3,Lester Carney,USA,21.5,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,4,Wilton Jackson British West Indi es-Trinidad,,21.9,,30 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,5,Manuel Rivera Guevar a,Puerto Rico,21.9,,30 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,1,Ray Norton,USA,20.6,,31 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,2,Lester Carney,USA,21.1,,31 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,3,Mike Agostini British West Indies -Trinidad,,21.1,,31 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,4,Vance Robinson,USA,21.2,,31 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,5,Ram ón Luis Vega Zayas,Puerto Rico,21.3,,31 Aug,"Chicago, USA",
Men,200 METRES,FINAL,,6,Basil I nce,British West Indies-Trinidad,21.6,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,1,Eddie Southern,USA,48.4,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,2,Emigdio Torres Salazar,Cuba,48.5,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,3,Ovidio de Jes ús Vargas,Puerto Rico,49.1,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,4,Siegmar Ohlemann,Canada,49.7,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,5,Hugo Krauss,Chile,50.3,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,6,Heber Etcheverry,Uruguay,51.4,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,1,7,Rafa el Arcos,Ecuador,,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,1,Dave Mills,USA,48.0,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,2,Malcolm Spence British West Indies -,Jamaica,48.0,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,3,Anubes Ferraz da Silva,Brazil,48.7,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,4,Gonzalo Gonz áles,Mexico,50.6,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,5,Guillermo Rocca,Venezuela,50.9,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,2,6,George Shepherd,Canada,53.0,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,1,George Kerr British West Indies -,Jamaica,47.9,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,2,Jack Yerman,USA,48.1,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,3,José Villalongo Cepeda,Puerto Rico,49.3,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,4,Eulogio Garcia,Peru,49.5,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,5,Juan Cruz Godinez,Mexico,49.9,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,6,Stan Worsfold,Canada,50.3,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,3,7,Argemiro Roque,Brazil,,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,1,Iván Rodrigue z Padilla,Puerto Rico,47.7,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,2,Basil Ince British West Indies -Trinidad,,48.4,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,3,Emilio Romero Nicolsin,Venezuela,49.3,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,4,Jorge Teran,Mexico,50.8,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,5,José Carrera,Ecuador,51.2,,31 Aug,"Chicago, USA",
Men,200 METRES,HEAT,4,6,Peter Ostermeyer,Brazil,,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,1,George Kerr British West Indies -,Jamaica,47.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,2,Dave Mills,USA,47.9,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,3,Jack Yerman,USA,48.1,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,4,Emigdio Torres Salazar,Cuba,48.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,5,Ovidio de Jesus Vargas,Puerto Rico,52.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,1,Malcol m Spence British West Indies -,Jamaica,47.2,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,2,Ivan Rodriguez Padilla,Puerto Rico,47.4,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,3,Basil Ince British West Indies -Trinidad,,47.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,4,Eddie Southern,USA,47.6,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,5,Anubes Ferraz da Silva,Brazil,48.4,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,6,Emilio Romero Nicolsin,Venezuela,49.4,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,400,ME TRES ( 1 Sep),,,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,1,George Kerr British West Indies -,Jamaica,46.1,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,2,Basil Ince British West Indies -Trinidad,,46.4,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,3,Malcolm Spence British West Indies -,Jamaica,46.6,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,4,Dave Mills,USA,46.7,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,5,Iván Rodriguez Padilla,Puerto Rico,47.0,,31 Aug,"Chicago, USA",
Men,400 METRES,FINAL,,6,Jack Yerman,USA,47.9,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,1,George Kerr British West Indies -,Jamaica,1:52.9,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,2,Ernie Cunliffe,USA,1:53.7,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,3,Allan Andrews,Canada,1:53.9,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,4,Jossu é Delgado Cains,Puerto Rico,1:54.4,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,5,Julio Le ón,Chile,1:55.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,1,6,Jose Heredia Losano,Mexico,,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,1,Tom Murphy,USA,1:52.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,2,Melville Spence British West Indies -,Jamaica,1:53.5,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,3,Hugo Krauss,Chile,1:55.0,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,4,Stan Worsfold,Canada,1:56.0,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,5,Emigdio Torres Salazar,Cuba,1:56.3,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,2,6,Alejandro Arroy o,Ecuador,1:58.2,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,1,Jerome Walters,USA,1:53.9,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,2,Anthony Seth,British Guiana,1:54.0,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,3,Ramon Sandoval,Chile,1:54.3,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,4,Jose Manuel Luna,Mexico,1:54.3,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,5,Siegmar Ohlemann,Canada,1:55.0,,31 Aug,"Chicago, USA",
Men,400 METRES,HEAT,3,6,Argemiro Roque,Brazil,1:55.3,,31 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,1,Tom Murphy,USA,1:50.9,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,2,Anthony Seth,British Guiana,1:51.7,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,3,Melville Spe nce British West Indie s-,Jamaica,1:51.9,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,4,Stan Worsfold,Canada,1:52.2,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,5,Jossue Delgad o Cains,Puerto Rico,1:52.7,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,6,Hugo Krauss,Chile,1:53.5,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,7,Jose Manuel Luna,Mexico,1:54.5,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,8,Julio Le ón,Chile,,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,1,Jerome Walters,USA,1:51.1,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,2,George Kerr British West Indies -,Jamaica,1:51.6,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,3,Siegmar Ohlemann,Canada,1:51.9,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,4,Ernie Cunliffe,USA,1:52.1,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,5,Emigdio Torres Salazar,Cuba,1:52.4,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,6,Ram ón Sandoval,Chile,1:55.0,,29 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,7,Allan Andrews,Canada,1:55.2,,29 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,1,Tom Murphy,USA,1:49.4,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,2,George Kerr British West Indies -,Jamaica,1:49.4,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,3,Anthony Seth,British Guiana,1:49.7,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,4,Melville Spence British West Indies -,Jamaica,1:50.0,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,5,Ernie Cunliffe,USA,1:51.5,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,6,Stan Worsfold,Canada,1:52.4,,30 Aug,"Chicago, USA",
Men,800 METRES,FINAL,,7,Siegmar Ohlemann,Canada,1:53.3,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,1,Randy Mason,Canada,3:58.7,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,2,Ralph Gome s,British Guiana,3:59.8,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,3,José Manuel Luna,Mexico,4:00.3,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,4,Ricardo Vidal,Chile,4:00.7,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,5,Dyrol Burleson,USA,4:02.6,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,6,José Pérez Guerrero,Mexico,4:10.2,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,1,7,Francois Ducarmel,Haiti,,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,1,David Drybrough,Canada,3:59.6,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,2,Ram ón Sandova l,Chile,3:59.6,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,3,Ed M oran,USA,4:00.0,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,4,Jim Grelle,USA,4:02.4,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,5,Alfonso Tinoco,Mexico,4:03.4,,30 Aug,"Chicago, USA",
Men,800 METRES,HEAT,2,6,Alejandro Arroy o,Ecuador,4:12.8,,30 Aug,"Chicago, USA",
Men,"1,500 METRES",FINAL,,1,Dyrol Burleson,USA,3:49.1,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,2,Jim Gre lle,USA,3:49.9,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,3,Ed Moran,USA,3:50.1,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,4,Ram ón Sandoval,Chile,3:51.9,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,5,Randy Mason,Canada,3:54.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,6,José Manuel Luna,Mexico,3:58.1,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,7,Ralph Gomes,British Guiana,4:00.5,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,8,Alfonso Tinoco,Mexico,4:01.1,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,9,Ricardo Vidal,Chile,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,5,000 METRES (30 Aug ),,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,1,Bill Dellinger,USA,14:28.4,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,2,Osvaldo Su árez,Argentina,14:28.5,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,3,Doug Kyle,Canada,14:33.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,4,Alfredo Tinoco,Mexico,14:43.8,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,5,George de Peana,British Guiana,14:57.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,6,Eligio Galicia C astillo,Mexico,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,7,Domi ngo Mastroianni Amaiz ón,Argentina,15:03.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,8,Ricardo Vidal,Chile,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,9,Guadelupe Jimenez,Mexico,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,10,Luis Bocanegra Sandoval,Argentina,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,11,Lew Steiglitz,USA,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,12,Jesús Queche,Guatemala,,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,1,Osvaldo Su árez,Argentina,30:17.2,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,2,Doug Kyle,Canada,30:28.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,3,Bob Soth,USA,30:51.8,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,4,George de Peana,British Guiana,31:16.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,5,Gordon Dickson,Canada,31:18.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,6,Alex Breckenridge,USA,31:18.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,7,Ricardo Vidal,Chile,31:35.7,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,8,Luis Bocanegra Sandoval,Argentina,31:40.2,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,9,Alfonso Diaz,Mexico,31:42.8,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,10,Henry Glyde,Canada,32:13.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,11,Guadelupe Jim énez,Mexico,32:13.1,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,12,Isidro Segura,Mexico,32:44.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,13,Jesús Queche,Guatemala,33:05.3,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,1,John Kell ey,USA,2:27:54.2,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,2,Jim Green,USA,2:32:17.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,3,Gordon Dickson,Canada,2:36:18.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,4,Alf Confalone,USA,2:38:53.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,5,Juan Silva,Chile,2:42:34.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,6,Macario Subuyuj,Guatemala,2:42:39.4,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,7,Walter Lemos Candido,Argentina,2:49:18.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",FINAL,,8,Salvador Rosales Torres,Mexico,3:13:38.0,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,1,1,Lee Calhoun,USA,14.5,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,1,2,Evaristo Iglesias Royero,Cuba,14.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,1,3,Wilson Gomes Carneiro,Brazil,15.2,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,1,4,Cliff Murray,British Guiana,15.5,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,1,5,Gabriel Rold án,Mexico,15.6,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,2,1,Hayes Jones,USA,14.3,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,2,2,Elias Gilbert,USA,14.5,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,2,3,Lázaro Betanc ourt M ella,Cuba,14.9,,2 Sep,"Chicago, USA",
Men,"1,500 METRES",HEAT,2,4,Ijoel Rosa da Silva,Brazil,15.8,,2 Sep,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,1,Hayes Jones,USA,13.6,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,2,Lee Calhoun,USA,13.7,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,3,Elias Gilbert,USA,14.0,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,4,Evari sto Ig lesias Royero,Cuba,14.6,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,5,Lázaro Betancourt Mella,Cuba,14.6,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,6,Wilson Gomes Carneiro,Brazil,14.9,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,7,Ijoel Rosa da Silva,Brazil,,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,8,Cliff Murray,British Guiana,,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,FINAL,,400,METRES HURDLES (28 Aug ),,,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,HEAT,1,1,Josh Culbrea th,USA,53.2,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,HEAT,1,2,Victor Flores Maldonado,Venezuela,54.1,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,HEAT,1,3,Anubes Ferraz da Silva,Brazil,54.4,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,HEAT,2,1,Dick Howard,USA,53.5,,31 Aug,"Chicago, USA",
Men,110 METRES HURDLES,HEAT,2,2,Cliff Cushman,USA,53.5,,31 Aug,"Chicago, USA",
